Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Lime House Lofts, Limehouse, London, E1","£620,000",Flat,2.0,2.0,815 sq ft
"Warwick Square, Pimlico","£620,000",Flat,1.0,1.0,Ask agent
"Kings Gardens, West Hampstead, London NW6","£615,000",Apartment,2.0,1.0,702 sq ft
"Cranmer Avenue , Northfields , Ealing, W13","£620,000",Flat,2.0,2.0,Ask agent
"Aspen,50 Marsh Wall E14","£620,000",Apartment,1.0,1.0,581 sq ft
"55 Great Eastern Road, Stratford, London, E15","£620,000",Flat,2.0,2.0,778 sq ft
"Corson House, 157 City Island Way, E14","£620,000",Apartment,2.0,2.0,749 sq ft
"Westbourne Terrace Road, London, W2","£620,000",Apartment,1.0,1.0,630-635 sq ft
"City North East Tower, 3 City North Place, London, N4","£620,000",Apartment,2.0,1.0,658 sq ft
"Stratosphere Tower, Great Eastern Road, E15","£620,000",Apartment,2.0,2.0,Ask agent
"The Tower, One St George Wharf, Vauxhall","£620,000",Apartment,1.0,1.0,643 sq ft
"Denham Road, London, N20","£620,000",House,3.0,2.0,Ask agent
"Riverlight Quay, Nine Elms, London, SW11","£620,000",Flat,1.0,1.0,535 sq ft
"University Street, Bloomsbury, London, WC1E","£620,000",Flat,1.0,1.0,584 sq ft
"Pinto Tower, 4 Hebden Place, London, SW8 2FS","£620,000",Apartment,1.0,1.0,570 sq ft
"Landmark Pinnacle, 10 Marsh Wall, London, E14","£620,000",Apartment,1.0,1.0,Ask agent
"Hythe House, N4","£620,000",Flat,3.0,2.0,865 sq ft
"Three Riverlight Quay, Nine Elms Lane, Nine Elms, SW11","£620,000",Apartment,1.0,1.0,525 sq ft
"Addison Avenue, London, N14","£620,000",End of Terrace,3.0,1.0,"1,042 sq ft"
"Pan Peninsula Square, Canary Wharf, London, E14","£620,000",Flat,2.0,2.0,802 sq ft
"26 Arniston Way, London, E14","£620,000",Apartment,2.0,2.0,Ask agent
"Limehouse Lofts, 11 Caroline Street, London, E1","£620,000",Apartment,2.0,2.0,815 sq ft
"Rosebank Road, London, W7","£620,000",Flat,2.0,2.0,819 sq ft
"No.5 Upper Riverside, 2 Cutter Lane, Greenwich Peninsula, SE10","£620,000",Flat,1.0,1.0,527 sq ft
"Stratosphere Tower, Great Eastern Road, London, E15","£620,000",Apartment,2.0,2.0,Ask agent
"Hoola Building, 1 Tidal Basin Road E16","£620,000",Apartment,2.0,2.0,896 sq ft
"Wandle Bank, Colliers Wood","£620,000",House,3.0,1.0,Ask agent
"Cutter Lane, London","£620,000",Apartment,1.0,1.0,527 sq ft
"Wellesley Terrace, N1","£620,000",Apartment,2.0,,679 sq ft
"Oakleigh Road North, London, N20","£620,000",Terraced,3.0,1.0,Ask agent
"Three Riverlight Quay, Nine Elms Lane, Nine Elms, SW11","£620,000",Apartment,1.0,1.0,533 sq ft
"Joseph Avenue, Friary Park, London, W3","£620,000",Apartment,2.0,,795 sq ft
"Finchley Road, Finchley Road, NW3 7AE","£620,000",Flat,3.0,,Ask agent
"Commercial Road, London, E1","£620,000",Apartment,2.0,1.0,Ask agent
"Grampian Gardens, London, NW2","£620,000",Semi-Detached,3.0,1.0,Ask agent
"Wordsworth Avenue, Manor Park, London, E12","£620,000",Terraced,5.0,2.0,Ask agent
"Pilot Walk, London, SE10","£620,000",Apartment,2.0,,Ask agent
"Cranmer Avenue, Northfields, Ealing, W13","£620,000",Flat,2.0,1.0,Ask agent
"Rosebank Road, Hanwell, London","£620,000",Apartment,2.0,2.0,888 sq ft
"Oval Village, Vauxhall, SE11","£620,000",Flat,1.0,1.0,549 sq ft
"Wordsworth Avenue, London","£620,000",Terraced,5.0,2.0,Ask agent
"India House, Riverscape, E16","£620,000",Apartment,2.0,2.0,801 sq ft
"Hartsmead Road, Eltham, SE9","£620,000",Semi-Detached,5.0,1.0,Ask agent
"Melon Road, London, SE15","£620,000",Apartment,3.0,,948 sq ft
"Fountain Park Way, White City, W12","£620,000",Apartment,1.0,1.0,490 sq ft
"13 - 15 Dod Street,
London,
E14 7EP","£620,000",Flat,2.0,,769 sq ft
"Hornsey Road, N7 6DJ","£620,000",Flat,2.0,2.0,849 sq ft
"Grangewood Street, East Ham, London, E6","£620,000",Detached,5.0,2.0,Ask agent
"St George Wharf, Nine Elms, London, SW8","£619,995",Flat,1.0,1.0,648 sq ft
"John Cabot House, Royal Wharf, E16","£615,000",Apartment,2.0,2.0,Ask agent
"The Tower, St George Wharf, London, SW8","£619,995",Apartment,1.0,1.0,652 sq ft
"Cambridge Park, East Twickenham","£619,950",Flat,2.0,1.0,Ask agent
"The Tower, One St George Wharf, Vauxhall, SW8","£619,950",Apartment,1.0,1.0,640 sq ft
"Reform Street, London, SW11","£619,950",Apartment,2.0,1.0,584 sq ft
"Aveling Park Road, London, Greater London, E17","£619,500",Terraced,3.0,1.0,Ask agent
"Claremont Road, Brent Cross, NW2 1FE","£619,490",Apartment,2.0,2.0,825 sq ft
"The Ridgeway,
Mill Hill,
London,
NW7 1AA","£619,000",Apartment,2.0,,Ask developer
"The Tower, 1 St. George Wharf, Vauxhall, London, SW8","£619,000",Apartment,1.0,1.0,617 sq ft
"Penn Street, London, N1","£618,000",Apartment,1.0,1.0,603 sq ft
"Pinto Tower, Nine Elms Point, SW8","£618,000",Apartment,1.0,1.0,549 sq ft
"Solway Road, London, N22","£617,000",End of Terrace,3.0,1.0,Ask agent
"Canary Wharf, London","£615,250",Flat,1.0,1.0,471 sq ft
"Landmark Pinnacle, Canary Wharf, E14","£615,250",Studio,,1.0,456 sq ft
"Faraday Road, London, W10","£615,000",Flat,1.0,1.0,503 sq ft
"Home10, Leyton Green Road, London, E10","£615,000",Duplex,3.0,,"1,180 sq ft"
"Porchester Road, Bayswater","£615,000",Flat,2.0,1.0,Ask agent
"Uxbridge Road, London, W12","£615,000",Apartment,4.0,2.0,Ask agent
"Redcliffe Gardens, London, SW10","£615,000",Flat,1.0,1.0,666 sq ft
"Canary Wharf, London, E14","£615,000",Flat,,1.0,455 sq ft
"Peters Court, Porchester Road, Bayswater, London, W2","£615,000",Flat,2.0,1.0,694 sq ft
"Glengall Road, London, NW6","£615,000",Flat,2.0,1.0,699 sq ft
Marsh Wall London E14,"£615,000",Flat,1.0,1.0,Ask agent
"St Georges Square, Westminster, London, SW1V","£615,000",Flat,1.0,1.0,573 sq ft
"Landmark Pinnacle, 10 Marsh Wall, Canary Wharf, E14","£615,000",Apartment,,1.0,Ask agent
"Santley Street, SW4","£615,000",Flat,2.0,1.0,716 sq ft
"Melliss Avenue, Kew, Surrey, TW9","£615,000",Apartment,2.0,2.0,760 sq ft
"Landmark Pinnacle, 
15 Westferry Road, E14","£615,000",Studio,,1.0,456 sq ft
"Cutter Lane, Greenwich, London, SE10 0YB","£615,000",Flat,2.0,1.0,Ask agent
"Rochester Row, Westminster SW1P","£615,000",Apartment,1.0,1.0,574 sq ft
"Alexis Street
Bermondsey
London SE16 3XF","£615,000",Apartment,2.0,1.0,752 sq ft
"High Road Leyton, 
Grove Green, E10","£615,000",Flat,3.0,2.0,941 sq ft
"Bloom Grove, West Norwood, London, SE27","£615,000",Semi-Detached,2.0,1.0,682 sq ft
"Landmark Pinnacle, 
15 Westferry Road, E14","£615,000",Studio,,1.0,455 sq ft
"Queens Road, London","£615,000",Flat,2.0,1.0,629 sq ft
"Canning Town E16, Royal Docks, London, E16","£615,000",Flat,2.0,2.0,901 sq ft
"Cann Hall Road, London, E11","£615,000",Terraced,3.0,1.0,"1,152 sq ft"
"Bollo Lane, London, W3","£615,000",Flat,2.0,2.0,Ask agent
"Old Street, EC1V","£615,000",Apartment,2.0,,821 sq ft
"Loxford Gardens, Highbury Park, N5","£615,000",Flat,2.0,2.0,740 sq ft
"Chelsea Manor Street, Chelsea","£615,000",Flat,1.0,1.0,Ask agent
"Phoenix Court, Kennington Lane, London, SE11","£615,000",Flat,1.0,1.0,541 sq ft
"Arum House, London, SE17 1FJ","£615,000",Flat,2.0,1.0,Ask agent
"Winchester Avenue, London, NW6","£615,000",Apartment,2.0,2.0,Ask agent
"Kew Bridge Rise, Capital Interchange Way, TW8","£615,000",Apartment,2.0,2.0,758 sq ft
"Church Crescent, Church End, London, N3","£615,000",Apartment,2.0,1.0,Ask agent
"Palmerston Road, London, W3","£615,000",Flat,2.0,2.0,Ask agent
"Avenue Road
London
N14 4DG","£615,000",Duplex,2.0,2.0,"1,113 sq ft"
"Laleham Road, London, SE6","£615,000",End of Terrace,3.0,2.0,Ask agent
"Lime House Lofts, Limehouse, London, E1","£615,000",Flat,2.0,2.0,845 sq ft
"Trathen Square, Greenwich Millennium Village, LONDON, SE10","£615,000",Flat,2.0,2.0,888 sq ft
"Tintern Street, Brixton, London, SW4","£615,000",Flat,2.0,1.0,669 sq ft
"Evergreen Point, West Ham, E15","£615,000",Flat,2.0,1.0,630 sq ft
"Belgravia Court, 33 Ebury Street, London, SW1W","£615,000",Flat,,,432 sq ft
"Pitt Crescent, London, SW19","£615,000",End of Terrace,2.0,1.0,Ask agent
"Haines House, The Residence","£615,000",Apartment,1.0,1.0,565 sq ft
"Fortescue Avenue, Twickenham, TW2","£615,000",End of Terrace,3.0,1.0,866 sq ft
"Beaufort Square, London","£615,000",Apartment,2.0,2.0,Ask agent
"Browning Road, London, EN2","£615,000",House of Multiple Occupation,5.0,,Ask agent
"Hope Close, London","£615,000",Flat,3.0,2.0,Ask agent
"Steel House Yard, Bombay Street, SE16","£615,000",Flat,2.0,2.0,767 sq ft
"Ecole, 
Macks Road, SE16","£615,000",Flat,2.0,2.0,752 sq ft
"Rochester Row, Westminster, London, SW1P","£615,000",Apartment,1.0,1.0,574 sq ft
"Dawes Road, London, SW6","£615,000",Flat,2.0,2.0,Ask agent
"Off Admirals Way, Marsh Wall, E14","£615,000",Apartment,,1.0,452 sq ft
"Chiswick Green, London, W4","£615,000",Flat,1.0,1.0,584 sq ft
"New Road, Brentford, London","£615,000",Detached,2.0,1.0,Ask agent
"Bombay Street, Bermondsey","£615,000",Flat,2.0,2.0,Ask agent
"Bayford Road, London, NW10","£615,000",Flat,2.0,1.0,Ask agent
"Churchyard Row, London, SE11","£615,000",Apartment,2.0,1.0,775 sq ft
"Falmer Road, Enfield","£615,000",Terraced,3.0,1.0,Ask agent
"Montrell Road, London, SW2","£615,000",Apartment,2.0,1.0,820 sq ft
"Marmion Close, Chingford","£615,000",Terraced,4.0,2.0,"1,001 sq ft"
"Aerodrome Road, Colindale, London, NW9","£615,000",Flat,2.0,2.0,900 sq ft
"Basin Approach, Limehouse, London, E14","£615,000",Flat,2.0,2.0,879 sq ft
"Leyton Green Road, Leyton","£615,000",Maisonette,3.0,2.0,Ask agent
"Marsh Wall, London","£615,000",Flat,1.0,1.0,452 sq ft
"Alton Gardens, Twickenham, TW2","£615,000",Semi-Detached,3.0,1.0,"1,083 sq ft"
"Redcliffe Gardens, London, SW10","£615,000",Apartment,1.0,1.0,666 sq ft
"Bravington Road, Queens Park, W9","£615,000",Apartment,2.0,1.0,627 sq ft
"Landmark Pinnacle, Tower Hamlets, London, E14","£615,000",Studio,,1.0,448 sq ft
"Middle Yard, Neasden","£614,900",Apartment,2.0,2.0,797 sq ft
"Poplar Riverside, Porter House, E14","£614,000",Flat,2.0,2.0,725 sq ft
Harrison Walk London SE10,"£612,500",Apartment,2.0,2.0,Ask agent
Cerulean Quarter E16,"£612,500",Apartment,2.0,2.0,825 sq ft
Harbour Way London E14,"£612,500",Flat,1.0,1.0,Ask agent
"Mill Lane, West Hampstead, NW6","£612,500",Flat,2.0,1.0,701 sq ft
"Beaumont Road, Southfields, London, SW19","£611,000",Apartment,2.0,2.0,834 sq ft
"Cowick Road, Tooting, SW17","£625,000",House,2.0,1.0,606 sq ft
"Denver Building, Lexington Gardens, SW11","£630,000",Apartment,1.0,1.0,Ask agent
"67 Bondway, London, Surrey, SW8","£630,000",Apartment,,1.0,556 sq ft
"Manchester Road, London, E14","£630,000",Terraced,3.0,1.0,Ask agent
"Garrison Heights, Henry Darlot Drive, Mill Hill","£630,000",Flat,2.0,2.0,892 sq ft
"Hercules House, London, E14","£630,000",Apartment,3.0,2.0,943 sq ft
"Duke Of Wellington Avenue, Woolwich, London, SE18","£630,000",Flat,2.0,2.0,790 sq ft
"Kew Bridge Rise,
Brentford,
London,
TW8 0EX","£630,000",Apartment,2.0,,Ask developer
"Masthead House, Royal Wharf, London, E16","£630,000",Apartment,2.0,2.0,"1,008 sq ft"
"Upper Richmond Road, Putney","£630,000",Flat,2.0,2.0,Ask agent
"Kew Bridge Rise,
Brentford,
London,
TW8 0EX","£630,000",Apartment,2.0,,Ask developer
"4 Praed Street, London, W2","£630,000",Flat,1.0,1.0,549 sq ft
"Arnold Crescent, Isleworth","£630,000",Semi-Detached,3.0,1.0,Ask agent
"Hallfield Estate, Bayswater, W2","£630,000",Apartment,3.0,1.0,818 sq ft
"Spencer Hill, Wimbledon, SW19","£630,000",Flat,1.0,1.0,912 sq ft
"Brudenell Road, Tooting","£630,000",Terraced,2.0,1.0,Ask agent
"218 Sussex Gardens, London, Greater London","£630,000",Apartment,1.0,1.0,Ask agent
"Fitzgeorge Avenue, West Kensington","£630,000",Flat,2.0,1.0,Ask agent
"Laura Close, Enfield","£630,000",Terraced,3.0,1.0,Ask agent
"Jasmine House, Verdo, TW8","£630,000",Apartment,2.0,2.0,763 sq ft
"Unit 861 Bookbinder Point, Acton, W3","£630,000",Apartment,2.0,2.0,819 sq ft
"St Vincents, Hoy Street, London, E16","£630,000",Apartment,3.0,2.0,Ask agent
"Britton Street, EC1M","£630,000",Apartment,1.0,1.0,699 sq ft
"Roosevelt Tower, Manhattan Plaza, Canary Wharf, London, E14","£630,000",Penthouse,2.0,2.0,"1,381 sq ft"
"Bedford Hill, London","£630,000",Flat,3.0,1.0,Ask agent
"Altitude Point, Alie Street, London, E1","£630,000",Apartment,1.0,1.0,540 sq ft
"Maple Quays, Canada Water, SE16","£630,000",Apartment,2.0,2.0,Ask agent
"Ontario Tower, Canary Wharf, London, E14","£630,000",Flat,2.0,2.0,996 sq ft
"Great Western Road, Westbourne Park, London, W2","£630,000",Maisonette,3.0,2.0,959 sq ft
"Fort Road, London","£630,000",Terraced,3.0,1.0,Ask agent
"Plot C5.11.04 The Ellipse, Royal Eden Docks, E16","£630,000",Apartment,2.0,2.0,869 sq ft
"North Woolwich Road,
Royal Docks,
London,
E16 2EE","£630,000",Apartment,3.0,2.0,926 sq ft
"Duke Of Wellington Avenue, Royal Arsenal, SE18","£630,000",Apartment,2.0,2.0,Ask agent
"Keybridge, 17 Exchange Gardens, London, SW8","£630,000",Flat,1.0,1.0,625 sq ft
"Roosevelt Tower, Williamsburg Plaza, Canary Wharf, E14","£630,000",Apartment,2.0,2.0,783 sq ft
"Saxon Drive, London, London, W3 0NT","£630,000",Semi-Detached,3.0,1.0,Ask agent
"New Village Avenue, London, E14","£630,000",Flat,2.0,2.0,800 sq ft
Canter Way London E1,"£630,000",Flat,1.0,1.0,Ask agent
"Grosvenor Park, Camberwell, London, SE5","£630,000",House,2.0,2.0,789 sq ft
"Raymond Road, London, E13","£630,000",Terraced,3.0,2.0,Ask agent
"Parliament View, Albert Embankment, SE1","£630,000",Apartment,1.0,1.0,665 sq ft
"Swan Street, Isleworth, Greater London, TW7","£630,000",Flat,2.0,2.0,Ask agent
"Ena Road, Norbury, London, SW16","£630,000",Semi-Detached,4.0,1.0,"1,536 sq ft"
"Weardale Gardens, Enfield, EN2","£630,000",Semi-Detached,4.0,2.0,Ask agent
"Leman Street, London, E1","£630,000",Apartment,1.0,1.0,613 sq ft
"Harbour Way, London, E14","£630,000",Apartment,1.0,1.0,Ask agent
"Western Gateway, London","£630,000",Apartment,2.0,2.0,781 sq ft
"Imperial Court, Kennington Lane, SE11","£630,000",Apartment,2.0,1.0,689 sq ft
"Saffron Wharf, London, E1W","£630,000",Studio,,1.0,Ask agent
"Trelawn Road, Leyton, E10","£625,000",Terraced,3.0,1.0,"1,270 sq ft"
"Hartingtons Court, Woodberry Downs, N4","£630,000",Apartment,1.0,1.0,Ask agent
"Hawley Road, London, NW1","£630,000",Apartment,2.0,1.0,Ask agent
"Harlesden Gardens, Harlesden, London, NW10","£630,000",Flat,3.0,,"1,028 sq ft"
Saxon Drive Acton,"£630,000",Semi-Detached,3.0,1.0,Ask agent
"Warburton Road, London, E8","£630,000",Apartment,1.0,1.0,558 sq ft
"Ellerdine Road, Hounslow, TW3","£630,000",Semi-Detached,3.0,1.0,Ask agent
"Western Avenue, Acton","£630,000",House,3.0,1.0,Ask agent
"Lynmouth Avenue, Enfield, Middlesex, EN1","£630,000",Terraced,4.0,2.0,Ask agent
"Duncombe Hill, London","£630,000",Maisonette,3.0,1.0,Ask agent
"16 Exchange Gardens,
London,
SW8 1BQ","£630,000",Apartment,1.0,,Ask developer
"Saffron Wharf, Wapping, SE1","£630,000",Flat,,1.0,473 sq ft
"Cheyne Row, 
Chelsea, SW3","£630,000",Flat,1.0,1.0,316 sq ft
"181 King Street,
London,
W6 9JT","£630,000",Apartment,1.0,1.0,544 sq ft
"Meeches House, Kew Bridge Rise, TW8","£630,000",,2.0,1.0,781 sq ft
"One West India Quay, Canary Wharf, E14","£630,000",Flat,2.0,2.0,955 sq ft
"Hazelbourne Road, London","£630,000",Flat,2.0,1.0,Ask agent
"Legacy Building, Embassy Gardens, Nine Elms, SW11","£629,995",Apartment,1.0,1.0,Ask agent
"Amyand Park Road, St Margarets","£629,950",Flat,2.0,1.0,Ask agent
"Kew Bridge Road, Brentford, TW8","£629,950",Apartment,2.0,2.0,Ask agent
"Parkfield Road, London, NW10","£629,950",Cottage,2.0,1.0,899 sq ft
"Ladysmith Road, Enfield, Middlesex, EN1","£629,950",Terraced,4.0,1.0,"1,450 sq ft"
"Aspen, Consort Place, Marsh Wall, Canary Wharf, E14","£629,000",Apartment,1.0,1.0,588 sq ft
"Ponton Road, Nine Elms, SW11 7AA","£629,000",Apartment,1.0,1.0,560 sq ft
"Idlerton Road, London, SE15","£626,000",Apartment,2.0,2.0,Ask agent
"Marsh Wall, London","£625,000",Flat,1.0,1.0,Ask agent
"Shoot Up Hill, London, NW2","£625,000",Apartment,3.0,,Ask agent
"Botanic Square, Docklands, London, E14","£625,000",Flat,3.0,2.0,955 sq ft
"Ribblesdale Road, Furzedown, London, SW16","£625,000",Flat,3.0,2.0,"1,220 sq ft"
"Liberty Avenue, Wimbledon, SW19","£625,000",Terraced,2.0,2.0,940 sq ft
"Earlsfield Road, Wandsworth, London, SW18","£625,000",Apartment,2.0,1.0,813 sq ft
"Armoury House, Victoria Park, Bow","£625,000",Apartment,2.0,1.0,730 sq ft
"Eleanor Close, London","£625,000",Flat,2.0,2.0,Ask agent
"Milton Road, Wimbledon","£625,000",Flat,2.0,1.0,Ask agent
"St Lukes Road, Westbourne Park, London, W11","£625,000",Flat,1.0,1.0,510 sq ft
"Whitehall Road, North Chingford, E4","£625,000",Apartment,2.0,2.0,Ask agent
"Balham Grove, London, SW12","£625,000",Flat,2.0,2.0,Ask agent
"Redcliffe Gardens, Chelsea, London, SW10","£625,000",Flat,2.0,1.0,621 sq ft
"Philip Lane, London","£625,000",Terraced,3.0,1.0,"1,324 sq ft"
"Rannock Avenue, Kingsbury, London, NW9","£625,000",Semi-Detached,3.0,1.0,Ask agent
"Portnall Road, London, W9","£625,000",Flat,2.0,1.0,676 sq ft
"Loughborough Park, Brixton","£625,000",Flat,2.0,2.0,Ask agent
"Gordon Road, Ealing, W5","£625,000",Flat,2.0,2.0,"1,018 sq ft"
"Ashlar Court, 21 Ravenscourt Gardens, Hammersmith, London, W6","£625,000",Apartment,2.0,1.0,Ask agent
"Redcliffe Gardens, London, SW10","£625,000",Apartment,2.0,1.0,600 sq ft
Hoopers Mews Acton,"£625,000",Flat,2.0,2.0,Ask agent
"Boreham Avenue, London, E16 3AG","£625,000",Terraced,3.0,2.0,Ask agent
"Nettlewood Road, Streatham Vale","£625,000",Terraced,3.0,1.0,Ask agent
"Gipsy Road, West Norwood, SE27","£625,000",Apartment,3.0,2.0,Ask agent
"Aliwal Road, Clapham Junction","£625,000",Flat,2.0,1.0,Ask agent
"Dowells Street, Greenwich, London, SE10","£625,000",Flat,2.0,2.0,895 sq ft
"Redcliffe Close, London","£625,000",Flat,1.0,1.0,Ask agent
"Westbourne Grove, London, W11","£625,000",Apartment,2.0,1.0,732 sq ft
"Manse Road, Stoke Newington, London, N16","£625,000",Flat,2.0,1.0,647 sq ft
"Nottingham Road, London, SW17","£625,000",Apartment,2.0,1.0,Ask agent
"Fairmont Avenue, London, E14","£625,000",Apartment,2.0,2.0,885 sq ft
"Richford Road, Stratford, London, E15","£625,000",House,4.0,2.0,"1,399 sq ft"
"Grand Tower, 1 Plaza Gardens, Putney, London, SW15","£625,000",Apartment,2.0,2.0,716 sq ft
"William Channing House, 61 Canrobert Street, London, E2","£625,000",Maisonette,2.0,1.0,855 sq ft
"The Auria, Portobello Road, London, W10 5NN","£625,000",Flat,1.0,1.0,555 sq ft
"Bridge Lane, London, NW11","£625,000",Apartment,3.0,2.0,"1,000 sq ft"
"Gubyon Avenue,  London, SE24","£625,000",Flat,4.0,2.0,Ask agent
"Cromwell Road, South Kensington","£625,000",Flat,2.0,2.0,Ask agent
"East Ferry Road, London","£625,000",Semi-Detached,2.0,1.0,Ask agent
"Semley House, Semley Place, London, SW1W","£625,000",Apartment,2.0,1.0,797 sq ft
"St Annes Court, Queen's Park, London, NW6","£625,000",Flat,2.0,1.0,613 sq ft
"Portal Way, Acton, W3","£625,000",Flat,2.0,2.0,807 sq ft
"Wavertree Road, Streatham Hill","£625,000",Terraced,3.0,1.0,Ask agent
"Twickenham Road, Isleworth","£625,000",House,4.0,2.0,Ask agent
"Gloucester Road, Enfield","£625,000",Terraced,3.0,1.0,Ask agent
"Bishops Close, Richmond, TW10","£625,000",Maisonette,2.0,1.0,861 sq ft
"Kimberley Road, LONDON","£625,000",Terraced,4.0,2.0,Ask agent
"60 Fairfield Road, London, E3","£625,000",Apartment,2.0,1.0,Ask agent
"Rennie Street, LONDON, SE10","£625,000",Flat,2.0,2.0,932 sq ft
"The Heron, Moor Lane, EC2Y","£625,000",Apartment,,1.0,Ask agent
Borough Road SE1,"£625,000",Apartment,2.0,1.0,827 sq ft
"Gloucester Street, Pimlico","£625,000",Flat,1.0,1.0,Ask agent
"Elgin Avenue, London, W9","£625,000",Apartment,2.0,2.0,Ask agent
"Falcon Wharf, Lombard Road, Battersea, London, SW11","£625,000",Flat,2.0,1.0,679 sq ft
"Drayton Bridge Road, Hanwell","£625,000",House,3.0,1.0,Ask agent
"Eustace Building, 372 Queenstown Road, London, SW11","£625,000",Apartment,1.0,1.0,528 sq ft
"Unex Tower, Station Street, Stratford, E15","£625,000",Apartment,2.0,2.0,Ask agent
"Kimberley Road, London, NW6","£625,000",Apartment,2.0,1.0,"1,047 sq ft"
"Brownhill Road, London, SE6","£625,000",Terraced,3.0,1.0,Ask agent
"Portnall Road, London, W9","£625,000",Flat,2.0,1.0,Ask agent
"Priory Grove School, 10 Priory Grove, London, SW8","£625,000",Apartment,2.0,1.0,891 sq ft
"Ridley Road, Kensal Heights NW10","£625,000",Ground Flat,2.0,1.0,Ask agent
"Charleville Road, West Kensington","£625,000",Flat,2.0,1.0,Ask agent
"Arena Tower, Crossharbour Plaza, Canary Wharf, E14","£625,000",Apartment,1.0,1.0,Ask agent
GILES COURT TABERNACLE GARDENS E2 7DZ,"£625,000",Apartment,1.0,1.0,737 sq ft
Western Gateway London E16,"£625,000",Flat,2.0,2.0,Ask agent
"Ardwick Road, West Hampstead, London, NW2","£625,000",Flat,1.0,2.0,623 sq ft
"Balloch Road, London","£625,000",House,3.0,1.0,Ask agent
"Fordwych Road, Cricklewood, London, NW2","£625,000",Flat,2.0,1.0,742 sq ft
"Perryfield Way, London","£625,000",Maisonette,3.0,2.0,Ask agent
"Minster Court, Ealing, London, W5","£625,000",Flat,2.0,2.0,974 sq ft
"Rushgrove Avenue, London, NW9","£625,000",,3.0,,Ask agent
"Walpole Road, Walthamstow","£625,000",Terraced,2.0,1.0,Ask agent
"Poet's Road, Canonbury, London, N5","£625,000",Flat,1.0,1.0,633 sq ft
"Printers Mews, Bow, London, E3","£625,000",Flat,2.0,1.0,662 sq ft
"Fulham Road, LONDON, SW10","£625,000",Flat,1.0,1.0,511 sq ft
"Dalmeny Avenue, Norbury","£625,000",Terraced,5.0,2.0,Ask agent
"Plumbers Row, London, E1","£625,000",Apartment,2.0,2.0,820 sq ft
"Stratosphere Tower, Great Eastern Road, London, E15","£625,000",Apartment,2.0,2.0,Ask agent
"Alwen Court, Pages Walk, SE1","£625,000",Ground Flat,1.0,1.0,551 sq ft
"Hendon Lane, London, N3","£625,000",Apartment,3.0,2.0,"1,079 sq ft"
"Raeburn House, Gloucester Street SW1V","£625,000",Apartment,1.0,1.0,470 sq ft
"Sky Gardens,, Wandsworth Road,, Vauxhall,, London, SW8","£625,000",Apartment,1.0,1.0,Ask agent
"Porchester Square, Bayswater, London, W2","£625,000",Flat,1.0,1.0,509 sq ft
"Sandon Court, N4 2UX","£625,000",Apartment,2.0,1.0,694 sq ft
"Hamilton Road, London","£625,000",Apartment,2.0,1.0,Ask agent
"Uplands Road, Crouch End N8","£625,000",Apartment,2.0,1.0,951 sq ft
"Canter Way, Aldgate East, E1 8QE","£625,000",Apartment,1.0,1.0,582 sq ft
"Stanwick Road, West Kensington","£625,000",Flat,2.0,1.0,Ask agent
"Windlesham House, Duchess Walk, London, SE1","£625,000",Flat,1.0,1.0,672 sq ft
"Charter Way, London","£625,000",Flat,3.0,2.0,996 sq ft
"Aura house, Kingston Road, London","£625,000",Apartment,2.0,1.0,701 sq ft
"Sugar House, 
99 Leman Street, E1","£625,000",Flat,1.0,1.0,Ask agent
"Crompton Street, Paddington, W2","£625,000",Apartment,1.0,1.0,578-580 sq ft
"Shipwright Road, Surrey Quays","£625,000",End of Terrace,3.0,1.0,Ask agent
"Tyrwhitt Road, Brockley","£625,000",Flat,2.0,1.0,Ask agent
"Delaware Road, London","£625,000",Flat,2.0,1.0,765 sq ft
"Acton Lane, London, W4","£625,000",Flat,2.0,1.0,Ask agent
"The Corniche, 24 Albert Embankment","£625,000",Apartment,1.0,1.0,581 sq ft
"Brixton Hill, SW2","£625,000",Flat,2.0,2.0,780 sq ft
"Meade House, 7 Lyell Street, London, E14","£625,000",Flat,2.0,2.0,776 sq ft
"Fulham Palace Road, Hammersmith, London, W6","£625,000",Apartment,2.0,2.0,Ask agent
"Waterdale Manor House, Harewood Avenue, London, NW1","£625,000",Flat,1.0,1.0,524 sq ft
"Selby Road, London, E11","£625,000",Terraced,3.0,2.0,Ask agent
"Silvertown Square, London, E16","£625,000",Flat,3.0,2.0,"1,415 sq ft"
"Spencer Hill, Wimbledon","£625,000",Flat,2.0,2.0,Ask agent
"Hertsmere Road, Canary Wharf, E14 4EF","£625,000",Apartment,2.0,2.0,934 sq ft
"Warwick Way, SW1V","£625,000",Flat,2.0,1.0,517 sq ft
"Parkside Court, 25 Wanstead Place, London, E11","£625,000",Flat,3.0,1.0,"1,067 sq ft"
"Princes Avenue, Palmers Green, London, N13","£625,000",Terraced,3.0,3.0,Ask agent
"Earls Court Road, London, W8","£625,000",Apartment,2.0,1.0,565 sq ft
"St. Matthew's Row, London, E2","£625,000",Apartment,2.0,1.0,744 sq ft
"Ability Place, London E14","£625,000",Flat,2.0,2.0,Ask agent
"Maynard Road, Walthamstow, London, E17","£625,000",Semi-Detached,2.0,1.0,Ask agent
"One Park Drive, Canary Wharf, London, E14","£625,000",Studio,,1.0,475 sq ft
"Dowells Street, London, SE10 9EB","£625,000",Flat,2.0,2.0,"1,010 sq ft"
