Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Hawarden Hill, London, NW2","£350,000",Flat,2.0,1.0,Ask agent
"Foxberry Road, London","£350,000",Apartment,1.0,1.0,Ask agent
"Verbena Gardens, Riverside, Hammersmith, W6","£350,000",Flat,1.0,1.0,Ask agent
"Hawarden Hill, Dollis Hill Lane","£350,000",Flat,2.0,1.0,678 sq ft
"High Road, London","£350,000",Ground Flat,2.0,2.0,679 sq ft
"East Drive, Colindale, NW9","£350,000",Apartment,1.0,1.0,541 sq ft
"Glenville Grove, Deptford","£350,000",Flat,2.0,1.0,Ask agent
"Parkside Avenue, LONDON","£350,000",Apartment,1.0,1.0,477 sq ft
"Old Castle Street, Aldgate","£350,000",Flat,1.0,1.0,Ask agent
"Green Lanes, London","£350,000",Flat,2.0,1.0,716 sq ft
"Canham Road, London","£350,000",Flat,,1.0,818 sq ft
"Canonbury Road, Enfield","£350,000",Maisonette,2.0,1.0,Ask agent
"Bullen Street, Battersea","£350,000",Flat,1.0,1.0,Ask agent
"Barmeston Road, London, SE6","£350,000",Flat,2.0,2.0,527 sq ft
"Forset Court, Edgware Road, London, W2","£350,000",Studio,,1.0,321 sq ft
"Deepdene Gardens, Brixton","£350,000",Flat,2.0,1.0,Ask agent
"Leigham Avenue, Streatham Hill, London, SW16","£350,000",Flat,2.0,1.0,659 sq ft
"Upper Richmond Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Wellington Road, Enfield, EN1","£350,000",Flat,1.0,1.0,Ask agent
"Rosebery House, Sewardstone Road, Bethnal Green, London, E2","£350,000",Flat,1.0,1.0,503 sq ft
"Bramwell Way, London, E16 2GQ","£350,000",Apartment,1.0,1.0,Ask agent
"Burham Court, London","£350,000",Flat,2.0,1.0,775 sq ft
"Selhurst Close, Wimbledon Common, London, SW19","£350,000",Flat,1.0,1.0,489 sq ft
"Richmond Road, East Twickenham","£350,000",Flat,1.0,,Ask agent
"Fulham Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Malyons Road, London, SE13","£350,000",Apartment,2.0,1.0,Ask agent
"Dallas Road,Hendon","£350,000",Duplex,3.0,1.0,861 sq ft
"Peckham Road, London","£350,000",Apartment,2.0,1.0,546 sq ft
"Flat D, 102 Breakspears Road, London SE4 1UD","£350,000",Flat,3.0,,Ask agent
"The Vale, London, W3","£350,000",Retirement Property,2.0,2.0,Ask agent
"Gloucester House, 26 Gatcombe Road, London, E16","£350,000",Flat,2.0,1.0,580 sq ft
"Great West Road, Brentford, Middlesex, TW8","£350,000",Apartment,2.0,1.0,695 sq ft
"Vicarage Lane, London","£350,000",Flat,2.0,1.0,797 sq ft
"Heyford Avenue, London","£350,000",Maisonette,2.0,1.0,Ask agent
"Aubyn Square, Putney, SW15","£350,000",Flat,4.0,1.0,Ask agent
"North Woolwich Road,
Royal Docks,
London,
E16 2EE","£350,000",Apartment,1.0,1.0,466 sq ft
"Northfield Avenue, West Ealing","£350,000",Flat,2.0,1.0,Ask agent
"Fairbank, London, SE23","£350,000",Flat,1.0,1.0,Ask agent
"Bravington Road, London","£350,000",Apartment,1.0,1.0,Ask agent
"Thornbury Way, Walthamstow","£350,000",Apartment,1.0,1.0,Ask agent
"Cavendish Avenue, Finchley, London, N3","£350,000",Apartment,2.0,1.0,Ask agent
"Lismore Boulevard, Colindale Gardens, Colindale, NW9","£350,000",Apartment,1.0,1.0,534 sq ft
"Watson Place, South Norwood","£350,000",Apartment,2.0,2.0,Ask agent
"Woolwich High Street, London, SE18","£350,000",Apartment,1.0,1.0,526 sq ft
"New Century House, E16, Royal Docks, London, E16","£350,000",Flat,1.0,1.0,505 sq ft
"Bridgepoint Lofts, 6 Shaftesbury Road, London, E7","£350,000",Flat,2.0,1.0,807 sq ft
"Hope Close, London","£350,000",Flat,1.0,1.0,Ask agent
"Bramley Close, Twickenham","£350,000",Flat,2.0,1.0,Ask agent
"Swan Mead, London Bridge","£350,000",Flat,2.0,1.0,Ask agent
"York Way Estate, Holloway","£350,000",Flat,1.0,1.0,Ask agent
"Rotherhithe Street, Rotherhithe","£350,000",Flat,1.0,1.0,Ask agent
"Chesson Road, London","£350,000",Studio,,1.0,Ask agent
"Anerley Park, Anerley, SE20","£350,000",Apartment,2.0,1.0,711 sq ft
"Grove Park, Colindale, London, NW9","£350,000",Flat,1.0,1.0,567 sq ft
"Central House, 32-66 High Street, Stratford, London, E15","£350,000",Flat,2.0,1.0,532 sq ft
"Gratton Terrace, Cricklewood, London, NW2","£350,000",Flat,1.0,1.0,516 sq ft
"Pitfield Way, London, NW10","£350,000",Duplex,2.0,1.0,Ask agent
"Icon Apartments, 32 Duckett Street, Stepney Green, London, E1","£350,000",Flat,1.0,1.0,497 sq ft
"Arklow Road, London","£350,000",Apartment,1.0,1.0,Ask agent
"Beulah Hill, London, SE19","£350,000",Apartment,3.0,1.0,Ask agent
"London, Greater London, SE18","£350,000",Land,,,Ask agent
"Scotland Green., London","£350,000",Flat,2.0,1.0,Ask agent
"Wellington Gardens, Twickenham","£350,000",Maisonette,2.0,1.0,Ask agent
"Waterford Court, Turnberry Quay, Canary Wharf, E14","£350,000",Apartment,1.0,1.0,Ask agent
"John Williams Close, London, SE14","£350,000",Flat,2.0,1.0,Ask agent
"Malyons Road, Ladywell","£350,000",Flat,2.0,1.0,Ask agent
"Maud Street, London, E16","£350,000",Flat,1.0,1.0,545 sq ft
"Munster Road, London, SW6","£350,000",Apartment,1.0,1.0,426 sq ft
"St. Katharine Docks, Wapping, E1W","£350,000",House Boat,2.0,1.0,618 sq ft
"Three Water, River Apt, Gillender Street, London, E3","£350,000",Apartment,1.0,1.0,438 sq ft
"1b, Queens Walk, Ealing, W5","£350,000",Flat,1.0,1.0,Ask agent
"New Trinity Road, East Finchley, N2","£350,000",Flat,1.0,1.0,678 sq ft
"York Hill, West Norwood","£350,000",Apartment,3.0,1.0,Ask agent
"City View Apartments, Devan Grove, N4","£350,000",Apartment,,1.0,Ask agent
"Rockingham Street, London","£350,000",Apartment,1.0,1.0,Ask agent
"Bromley Road, Catford","£350,000",Flat,2.0,1.0,Ask agent
Heyford Avenue,"£350,000",Maisonette,2.0,1.0,661 sq ft
"Cable Street, London, E16","£350,000",Flat,1.0,1.0,Ask agent
"Barnfield Close, Earlsfield","£350,000",Flat,2.0,1.0,Ask agent
"Elmington Estate, London","£350,000",Apartment,3.0,1.0,Ask agent
"Galley House, 1 Atlantis Avenue, London, E16","£350,000",Apartment,1.0,1.0,556 sq ft
"Bromley Road, London","£350,000",Flat,2.0,2.0,Ask agent
"Seymour Avenue, London, N17","£350,000",Apartment,2.0,1.0,Ask agent
"Cromwell Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Simpson House, St John's Wood, London, NW8","£350,000",Flat,1.0,1.0,489 sq ft
"Swift Court, Southmere","£350,000",Apartment,1.0,1.0,581 sq ft
"Great West Road, Brentford, Middlesex","£350,000",Apartment,1.0,1.0,Ask agent
"Mace Street, Bethnal Green","£350,000",Flat,2.0,1.0,Ask agent
"The Mission Building, Limehouse","£350,000",Apartment,1.0,1.0,573 sq ft
"Bordars Road, London, W7","£350,000",Maisonette,2.0,1.0,Ask agent
"The Lock Building, Stratford, E15","£350,000",Flat,2.0,2.0,742 sq ft
"Davenport Road, Catford, London, SE6","£350,000",Flat,2.0,1.0,689 sq ft
"Leyton Park Road, London, E10","£350,000",Apartment,1.0,1.0,Ask agent
"Northchurch Road, De Beauvoir","£350,000",Flat,1.0,1.0,Ask agent
"Beuth House, 3 Swannell Way, London, NW2","£350,000",Apartment,1.0,1.0,Ask agent
"Balham Hill, London, SW12","£350,000",Flat,1.0,1.0,Ask agent
"Skyview Apartment , High Street, Bow, London, E15","£350,000",Apartment,1.0,1.0,600 sq ft
"Malvern Road, Maida Hill, London, NW6","£350,000",Flat,2.0,1.0,618 sq ft
"Upper Richmond Road, London, SW15","£350,000",Apartment,1.0,1.0,600 sq ft
"Adelaide Grove, London","£350,000",Apartment,1.0,1.0,Ask agent
"Shepherds Bush Road, Shepherds Bush","£350,000",Flat,2.0,1.0,Ask agent
"Acre Lane, Brixton","£350,000",Flat,2.0,1.0,Ask agent
"Wilmot Street, London","£350,000",Flat,1.0,1.0,382 sq ft
"Woodmansterne Road, London","£350,000",Maisonette,2.0,1.0,Ask agent
"Adare Walk, Streatham Hill, SW16","£350,000",Apartment,2.0,1.0,Ask agent
"Isis House, 5 Worcester Close","£350,000",Apartment,2.0,2.0,Ask agent
"Leyton Park Road, London, E10","£350,000",Flat,1.0,1.0,635 sq ft
"The Silverton, 
North Woolwich Road, E16","£350,000",Flat,1.0,1.0,466 sq ft
"Wealden House, Capulet Square, London, E3","£350,000",Apartment,2.0,1.0,Ask agent
"Pan Peninsula Square, Canary Wharf, E14 9HN","£350,000",Studio,,1.0,318 sq ft
"St. Thomas's Road, London","£350,000",Flat,2.0,1.0,562 sq ft
"Leigh Street, Bloomsbury, London, WC1H","£350,000",Studio,,1.0,428 sq ft
"Royal Wharf, Royal Docks, London, E16","£350,000",Studio,,1.0,465 sq ft
"Hanley Road, Stroud Green, London, N4","£350,000",Flat,1.0,1.0,370 sq ft
"Old Church Road, Chingford","£350,000",Apartment,2.0,1.0,Ask agent
"Edwin Avenue, East Ham, London, E6","£350,000",Flat,3.0,1.0,Ask agent
"Limetree Walk, Tooting","£350,000",Flat,2.0,1.0,Ask agent
"Buckingham Road, Harlesden, London, NW10","£350,000",Flat,1.0,1.0,461 sq ft
"Orchard Road, Richmond","£350,000",Flat,1.0,1.0,Ask agent
"Kitson House, Bow E3","£350,000",Flat,1.0,1.0,Ask agent
"St. Helens Gardens, London, W10","£350,000",Flat,,1.0,345 sq ft
"North Woolwich Road, Royal Docks, E16","£350,000",Apartment,1.0,1.0,Ask agent
"Palmers Mews, Trade Close, Palmers Green, London, N13","£350,000",Flat,1.0,1.0,Ask agent
"Aboyne Road, Neasden, London, NW10","£350,000",Maisonette,2.0,1.0,704 sq ft
Conington Road Lewisham SE13,"£350,000",Apartment,1.0,1.0,Ask agent
"Springfield, Upper Clapton, London, E5","£350,000",Flat,1.0,1.0,510 sq ft
"Alexandra Road, London","£350,000",Studio,,1.0,Ask agent
"Neville's Court, Dollis Hill Lane, Neasden","£350,000",Flat,3.0,1.0,Ask agent
"Lower Fosters, NW4","£350,000",Flat,2.0,1.0,664 sq ft
"Winterburn Close, New Southgate","£350,000",Flat,2.0,1.0,Ask agent
"Golden Manor, Hanwell, LONDON, W7","£350,000",Ground Flat,1.0,1.0,Ask agent
"Rowan Close, London, SW16","£350,000",Flat,2.0,1.0,Ask agent
"Essex road, Islington, London, N1","£350,000",Flat,1.0,1.0,526 sq ft
"Peckham Grove, London, SE15","£350,000",Apartment,2.0,2.0,Ask agent
"Frithville Gardens, Shepherd's Bush, London, W12","£350,000",Flat,1.0,1.0,441 sq ft
"Rippolson Road, London, SE18","£350,000",Apartment,2.0,2.0,697 sq ft
"Pratt Street, London, NW1","£350,000",Apartment,1.0,1.0,285 sq ft
"Ambrosden Avenue, London, SW1P","£350,000",Studio,,1.0,Ask agent
"Shadwell Gardens, London, E1","£350,000",Flat,2.0,1.0,550 sq ft
"Lavender Hill, Battersea, London, SW11","£350,000",Flat,1.0,1.0,Ask agent
"Burrells Wharf, Isle Of Dogs, London, E14","£350,000",Flat,1.0,1.0,447 sq ft
"Fulthorp Road, London, SE3","£350,000",Apartment,1.0,1.0,Ask agent
"Douglass Tower, 9 Goodluck Hope Walk, London, Greater London, E14","£350,000",Flat,,1.0,448 sq ft
"St. Pauls Close, London","£350,000",Flat,1.0,1.0,Ask agent
"Wetheral Court, London, SW17","£350,000",Apartment,1.0,1.0,Ask agent
"Gaumont Place, Streatham","£350,000",Flat,1.0,1.0,Ask agent
"Purbeck Gardens, London, SE26","£350,000",Flat,1.0,1.0,Ask agent
"South City Court, 52 Peckham Grove, London, SE15","£350,000",Apartment,1.0,1.0,603 sq ft
"Thornbury Way, London","£350,000",Flat,1.0,1.0,636 sq ft
"Storers Quay, Canary Wharf","£350,000",Flat,1.0,1.0,Ask agent
"Merchants Lodge, Westbury Road, London, E17","£350,000",Flat,2.0,1.0,Ask agent
"Cintra Park, Crystal Palace, SE19","£350,000",Apartment,2.0,1.0,Ask agent
"Village Road, Enfield","£350,000",Flat,2.0,1.0,Ask agent
"Ann Moss Way, Canada Water","£350,000",Flat,1.0,1.0,Ask agent
"Wavel Place, Sydenham, London","£350,000",Apartment,2.0,1.0,Ask agent
"Bonfield Road, London","£350,000",Maisonette,1.0,1.0,Ask agent
"Rockley Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Whitton Road, Twickenham","£350,000",Flat,1.0,1.0,Ask agent
"Frognal, London","£350,000",Apartment,,1.0,286 sq ft
"Barclay Court, Penge, London, SE26","£350,000",Flat,1.0,1.0,412 sq ft
"Connaught Mews, London, Greenwich","£350,000",Apartment,2.0,1.0,Ask agent
"Bromley Road, London","£350,000",Flat,2.0,2.0,Ask agent
"Brandram Road, London, SE13","£350,000",Apartment,1.0,1.0,Ask agent
"Hoola, 1 Tidal Basin Road, London, E16","£350,000",Apartment,1.0,1.0,Ask agent
"The Drakes, 390 Evelyn Street, Deptford, London, SE8","£350,000",Flat,2.0,1.0,544 sq ft
"St. Aubyns Road, London, SE19","£350,000",Apartment,1.0,1.0,Ask agent
"Twickenham Road, Isleworth, ISLEWORTH, TW7","£350,000",Flat,2.0,2.0,952 sq ft
"Kenworthy Road, London, E9","£350,000",Flat,2.0,1.0,Ask agent
"King Street, Hammersmith","£350,000",Flat,1.0,1.0,Ask agent
"Roman Road, Bow, London, E3","£350,000",Flat,1.0,1.0,612 sq ft
"Bliss Crescent, London, SE13","£350,000",Maisonette,3.0,,Ask agent
"Sebert Road, Forest Gate, London, E7","£350,000",Flat,2.0,1.0,674 sq ft
"Wellesley Road, Kentish Town, NW5","£350,000",Apartment,1.0,,366 sq ft
"Mercier Court, 3 Starboard Way, London, E16","£350,000",Flat,1.0,1.0,Ask agent
"Claybrook Close, London, N2","£350,000",Apartment,1.0,1.0,Ask agent
"Celandine Grove, Southgate, N14","£350,000",Apartment,2.0,1.0,Ask agent
"Sedgwick Street, Hackney, E9","£350,000",Flat,1.0,1.0,Ask agent
"Garrick Close, Hanger Hill, London, W5","£350,000",Flat,1.0,1.0,531 sq ft
"Ruckholt Road, Leyton, London","£350,000",Flat,1.0,1.0,559 sq ft
"Chiswick High Road, Chiswick, London, W4","£350,000",Flat,1.0,1.0,448 sq ft
"Bredhurst Close, Penge","£350,000",Flat,1.0,1.0,Ask agent
"Forset Court, Edgware Road, London, W2","£350,000",Apartment,,1.0,323 sq ft
"Judd Street, Bloomsbury","£350,000",Studio,,1.0,Ask agent
"Sidney Gardens, Brentford","£350,000",Flat,2.0,1.0,Ask agent
"Whitton Road, Hounslow, TW3","£350,000",Flat,2.0,1.0,831 sq ft
"The Highway, Wapping, London, E1W","£350,000",Flat,1.0,1.0,490 sq ft
"Wickham Road, Brockley","£350,000",Flat,1.0,1.0,Ask agent
"Culverley Road, London","£350,000",Apartment,2.0,1.0,Ask agent
"Queensland Road, Holloway","£350,000",Studio,,1.0,366 sq ft
"Pegler Square, Kidbrooke, London, SE3","£350,000",Flat,1.0,1.0,551 sq ft
"Ilderton Road, South Bermondsey, London, SE15","£350,000",Flat,2.0,1.0,597 sq ft
"Merton Road, Southfields","£350,000",Flat,1.0,1.0,Ask agent
"Summerwood Road, Isleworth, Greater London, TW7","£350,000",Flat,3.0,1.0,786 sq ft
"Barmeston Road, Catford, SE6","£350,000",Flat,1.0,1.0,Ask agent
"Kidbrooke Park Road, LONDON","£350,000",Apartment,2.0,1.0,Ask agent
"7 Silver Street, Enfield","£350,000",Flat,2.0,1.0,Ask agent
"Yarnfield Square, London","£350,000",Maisonette,2.0,1.0,Ask agent
"Goldsmith Road, Poet's Corner, London, W3","£350,000",Flat,1.0,1.0,343 sq ft
"Commercial Street, Aldgate, London, E1","£350,000",Flat,1.0,1.0,455 sq ft
"Brownhill Road, London, SE6","£350,000",Flat,2.0,1.0,Ask agent
"Barrow Road, London, SW16","£350,000",Apartment,1.0,1.0,Ask agent
"Regina Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Tower Mews, London, E17","£350,000",Flat,2.0,1.0,Ask agent
"Ibex House, Maryland E15","£350,000",Apartment,2.0,1.0,609 sq ft
"Malthouse Court, High Street, Brentford","£350,000",Apartment,1.0,1.0,Ask agent
"Streatham High Road, Streatham","£350,000",Flat,3.0,1.0,Ask agent
"Hainault Road, Leytonstone","£350,000",Flat,2.0,2.0,700 sq ft
"Drayton Park, Highbury, London, N5","£350,000",Apartment,1.0,1.0,396 sq ft
"Brian Court, London, N17","£350,000",Apartment,1.0,1.0,621 sq ft
"Elsinore Road, Forest Hill","£350,000",Flat,2.0,1.0,Ask agent
"High Road, North Finchley, N12","£350,000",Apartment,2.0,1.0,605 sq ft
"Criffel Avenue, Streatham","£350,000",Flat,1.0,1.0,Ask agent
"Drewstead Road, Streatham","£350,000",Flat,1.0,1.0,Ask agent
"Rosendale Road, Dulwich, SE21","£350,000",Apartment,1.0,1.0,Ask agent
"Nightingale Lane, Balham","£350,000",Flat,1.0,1.0,Ask agent
"Windsor Court, London","£350,000",Apartment,1.0,1.0,Ask agent
"Finland Street, Surrey Quays SE16","£350,000",Flat,1.0,1.0,Ask agent
"Redbourn Court, Newham Way, London, E6","£350,000",Maisonette,2.0,2.0,Ask agent
"Seven Sisters Road, Islington, London, N7","£350,000",Apartment,1.0,1.0,Ask agent
"Caspian Wharf, 1 Yeo Street, London, E3","£350,000",Apartment,1.0,1.0,535 sq ft
"Mullins Path, Mortlake","£350,000",Flat,1.0,1.0,Ask agent
"Honor Oak Rise, Forest Hill, London","£350,000",Apartment,2.0,1.0,Ask agent
"Heaton Road, London","£350,000",Flat,2.0,1.0,Ask agent
"Gleneagle Road, Streatham","£350,000",Flat,2.0,2.0,Ask agent
"Grafton Road, Acton","£350,000",Flat,1.0,1.0,Ask agent
"Sheen Lane, East Sheen, SW14","£350,000",Apartment,1.0,1.0,Ask agent
Harlesden,"£350,000",Flat,3.0,1.0,Ask agent
"Acre Lane, Brixton, London, SW2","£350,000",Flat,2.0,1.0,618 sq ft
"Sinclair Gardens, Brook Green, London, W14","£350,000",Studio,,1.0,345 sq ft
"Station Road, London","£350,000",Flat,2.0,1.0,Ask agent
"Blake Court, Highlands Village, Winchmore Hill, London, N21","£350,000",Retirement Property,1.0,1.0,Ask agent
"Morris Court,, Denmark Hill, London, SE5","£350,000",Flat,1.0,1.0,512 sq ft
"Havant Road, London, E17","£350,000",End of Terrace,1.0,1.0,Ask agent
"Church Road, Crystal Palace, London, SE19","£350,000",Flat,1.0,1.0,468 sq ft
"Clarence Road, London, N22","£350,000",Flat,2.0,1.0,Ask agent
"Swanton Gardens, London, SW19","£350,000",Flat,1.0,1.0,Ask agent
"Newnham Road, London, N22","£350,000",Apartment,1.0,1.0,Ask agent
"Johnson Street, London","£350,000",Flat,3.0,1.0,Ask agent
"Waverley Road, Enfield, EN2","£350,000",Flat,2.0,1.0,Ask agent
"Deptford High Street, London","£350,000",Apartment,2.0,2.0,Ask agent
"Baldock Street, London, E3","£350,000",Flat,1.0,1.0,484 sq ft
"Frensham Drive, 
Putney Vale, SW15","£350,000",Flat,2.0,1.0,Ask agent
"Point Wharf Lane, Brentford","£350,000",Flat,2.0,1.0,Ask agent
"Hampton Road, London, E7","£350,000",Flat,2.0,1.0,667 sq ft
"Manor Road, Stratford, London, E15","£350,000",Flat,2.0,1.0,772 sq ft
"Compass Point, 5 Grenade Street, Limehouse, London, E14","£350,000",Apartment,1.0,1.0,571 sq ft
"Madrid Road, Barnes, London, SW13","£350,000",Flat,1.0,1.0,Ask agent
"Upper Richmond Road, Putney, SW15","£350,000",Ground Maisonette,1.0,1.0,Ask agent
"Lewin Road, London, SW16","£350,000",Flat,1.0,1.0,Ask agent
"Harrowby Street, Marylebone, London, W1H","£350,000",Studio,,1.0,278 sq ft
"Stonegate Court, Buck Lane, KINGSBURY, NW9","£350,000",Apartment,2.0,1.0,Ask agent
"Commercial Road, London, E14","£350,000",Flat,1.0,1.0,587 sq ft
"Sternhold Avenue, Streatham Hill, SW2","£350,000",Apartment,1.0,1.0,Ask agent
"Windmill Hill, Enfield, EN2","£350,000",Flat,2.0,1.0,Ask agent
"Minerva Close, Oval, London, SW9","£350,000",Flat,1.0,1.0,537 sq ft
"16 Shipbuilding Way, London, Greater London, E13, London, E13","£350,000",Flat,1.0,1.0,Ask agent
"Wivenhoe Close, London","£350,000",Flat,1.0,1.0,Ask agent
"Bloxhall Road, Leyton, London, E10","£350,000",Flat,1.0,1.0,631 sq ft
"Sunderland Road, Forest Hill","£350,000",Flat,2.0,1.0,Ask agent
"Nutcroft Road, London","£350,000",Apartment,1.0,1.0,Ask agent
"Bannister Road, Kensal Rise, London, W10","£350,000",Flat,1.0,1.0,579 sq ft
"Coverton Road, Tooting","£350,000",Flat,1.0,1.0,Ask agent
"Dallas Road, London","£350,000",Flat,3.0,1.0,Ask agent
"Barry Blandford Way, E3, Bow, London, E3","£350,000",Flat,1.0,1.0,469 sq ft
"Merriam Close, Highams Park, E4","£350,000",Flat,1.0,1.0,547 sq ft
"Windmill Lane, London, E15","£350,000",Flat,2.0,2.0,657 sq ft
"Malyons Road, London","£350,000",Maisonette,2.0,1.0,Ask agent
"Callisto Court, 
108 Hammersley Road, E16","£350,000",Flat,2.0,1.0,545 sq ft
"Dawes Road, Fulham, London, SW6","£350,000",Flat,2.0,1.0,454 sq ft
"Willow Way, Sydenham, London, SE26 4AR","£350,000",House,2.0,1.0,693 sq ft
"High Street Colliers Wood, SW19","£350,000",Ground Flat,1.0,1.0,Ask agent
"Tiller House, E6, Docklands, LONDON, E6","£350,000",Flat,1.0,1.0,597 sq ft
"Powell Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Wilmot Street, London, E2","£350,000",Apartment,1.0,1.0,420 sq ft
"Commercial Road, Whitechapel, London, E1","£350,000",Flat,2.0,1.0,668 sq ft
"Grangewood Street, London","£350,000",Flat,2.0,1.0,Ask agent
"Maitland Park Road, Chalk Farm, NW3","£350,000",Apartment,1.0,1.0,398 sq ft
"Arthur Road, London, SW19","£350,000",Apartment,1.0,1.0,506 sq ft
"Craven Park, London, NW10","£350,000",Flat,2.0,1.0,602 sq ft
"Neasden, NW10, Neasden, London, NW10","£350,000",Flat,2.0,1.0,549 sq ft
"Pancras Way, E3, Bow, London, E3","£350,000",Flat,1.0,,622 sq ft
"Henry Doulton Drive, Tooting","£350,000",Flat,1.0,1.0,Ask agent
"Langstone Way, Mill Hill East, London, NW7","£350,000",Flat,1.0,1.0,669 sq ft
"Camberwell Road, London, SE5 0DL","£350,000",Ground Flat,2.0,1.0,868 sq ft
"Longstone Avenue, London, NW10","£350,000",Flat,2.0,1.0,Ask agent
"Brumwell Avenue, London, SE18","£350,000",Flat,2.0,1.0,840 sq ft
"Tooting High Street, Tooting","£350,000",Flat,2.0,,Ask agent
"Sinclair Gardens, London, W14","£350,000",Flat,,1.0,Ask agent
"Golding Lodge, The Quarter, 45 Wellington Street, Woolwich, SE18","£350,000",Apartment,1.0,1.0,577 sq ft
"Chivalry Road, SW11","£350,000",Apartment,1.0,1.0,424 sq ft
"Sheridan Heights, Spencer Way, Shadwell, London, E1","£350,000",Flat,1.0,1.0,584 sq ft
"Bow Road, LONDON","£350,000",Apartment,1.0,1.0,Ask agent
"St Helens Gardens, London, W10","£350,000",Flat,,1.0,348 sq ft
"Fanshaw Street, London, N1","£350,000",Apartment,1.0,1.0,495 sq ft
"Glebe Road, London N8","£350,000",Apartment,1.0,1.0,497 sq ft
"Roman Square, Thamesmead","£350,000",Terraced,2.0,1.0,Ask agent
"Croydon Road, Anerley, London, SE20","£350,000",Flat,2.0,1.0,Ask agent
"Kingfisher Heights, Pontoon Dock, E16","£350,000",Apartment,1.0,1.0,Ask agent
"Ibsley Gardens, London, SW15","£350,000",Maisonette,4.0,,Ask agent
"Heritage Avenue, Beaufort Park, Colindale, NW9","£350,000",Apartment,1.0,1.0,687 sq ft
"Granville Place, North Finchley, London, N12","£350,000",Flat,2.0,1.0,627 sq ft
"Twyford Avenue, Acton","£350,000",Flat,1.0,1.0,Ask agent
"Warton Road, Stratford, London, ., E15 2JD","£350,000",Flat,2.0,2.0,Ask agent
"Birdwood Avenue, Hither Green, London, SE13","£350,000",Flat,1.0,1.0,645 sq ft
"Tovell Court, Woolwich, SE18","£350,000",Flat,1.0,1.0,540 sq ft
"Bankside Close, Isleworth","£350,000",End of Terrace,1.0,1.0,Ask agent
"Page Street, London","£350,000",Flat,1.0,1.0,Ask agent
"Chamberlain Court, Shipbuilding Way, London, E13 9GG","£350,000",Flat,1.0,1.0,635 sq ft
"Durnsford Road, London, SW19","£350,000",Apartment,1.0,1.0,627 sq ft
"Finland Street, Rotherhithe","£350,000",Flat,1.0,1.0,Ask agent
"Whittington Apartments, Stepney, London, E1","£350,000",Flat,1.0,1.0,560 sq ft
"Defoe House, London City Island, London, E14","£350,000",Apartment,,1.0,Ask agent
"Adenmore Road, Catford, London, SE6","£350,000",Flat,1.0,1.0,441 sq ft
"Sutherland Road, Walthamstow","£350,000",Apartment,1.0,1.0,Ask agent
"Wilkinson Way, Chiswick","£350,000",Flat,2.0,1.0,Ask agent
"Limes Grove, Lewisham","£350,000",Flat,1.0,1.0,Ask agent
"Burrells Wharf Square, London","£350,000",Apartment,1.0,1.0,571 sq ft
"Beck Square, Walthamstow","£350,000",Flat,1.0,1.0,554 sq ft
"Woodhouse Road, North Finchley, N12","£350,000",Apartment,1.0,1.0,418 sq ft
"Romford Road, Forest Gate, London, E7","£350,000",Flat,3.0,1.0,697 sq ft
"Axio Way, E3, Bow, London, E3","£350,000",Flat,1.0,1.0,486 sq ft
"Maddams Street, Bow, London, E3","£350,000",Flat,3.0,1.0,777 sq ft
"Wandsworth Road, Clapham","£350,000",Flat,1.0,1.0,Ask agent
"Ireton Street, Bow","£350,000",Flat,2.0,1.0,Ask agent
"Cofferdam Way, Greeenwich","£350,000",Flat,1.0,1.0,Ask agent
"Imperial Wharf Marina, Imperial Wharf, London, SW6","£350,000",House Boat,2.0,2.0,"1,628 sq ft"
"Imperial Wharf Marina, Fulham, SW6","£350,000",House Boat,2.0,2.0,"1,581 sq ft"
"Rathmell Drive, Clapham","£350,000",Flat,1.0,1.0,Ask agent
"Walerand Road, London, Greater London","£350,000",Apartment,2.0,1.0,Ask agent
"Windley Close, Forest Hill, SE23","£350,000",Apartment,2.0,1.0,Ask agent
"Grove Road, Barnes","£350,000",Flat,1.0,1.0,Ask agent
"Adenmore Road, Catford","£350,000",Flat,2.0,1.0,Ask agent
"Ballow Close, London, SE5","£350,000",Apartment,3.0,1.0,869 sq ft
"Ferguson Close, London, E14","£350,000",Flat,1.0,1.0,Ask agent
"Besant Way, Neasden","£350,000",Flat,2.0,1.0,Ask agent
"Isaacs House, London, NW7 1UB","£350,000",Flat,1.0,1.0,Ask agent
"Aboyne Drive, London, SW20","£350,000",Maisonette,1.0,1.0,Ask agent
"Tyrwhitt Road, Brockley, SE4","£350,000",Apartment,1.0,1.0,Ask agent
"Peckham Grove, Peckham, London, SE15","£350,000",Flat,1.0,1.0,494 sq ft
"Sydenham Hill, Sydenham","£350,000",Flat,4.0,1.0,Ask agent
"Larch Close, Balham","£350,000",Apartment,1.0,1.0,492 sq ft
"Geraldine Road, Wandsworth","£350,000",Flat,1.0,1.0,Ask agent
"Leigham Court Road, London, SW16","£350,000",Apartment,2.0,1.0,Ask agent
"Kirkland Drive, Enfield","£350,000",Flat,2.0,2.0,Ask agent
