Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Stadium Mews, Highbury Mews, London, N5","£500,000",Apartment,1.0,2.0,642 sq ft
"Greenwich High Road, Greenwich","£500,000",Apartment,2.0,2.0,Ask agent
"Guardian Avenue, London, NW9","£500,000",Apartment,3.0,2.0,Ask agent
"The Silk District, Whitechapel","£500,000",Apartment,1.0,1.0,582 sq ft
"Western Gateway, London, E16 1YL","£500,000",Apartment,2.0,2.0,Ask agent
"164 Harford Street, London, E1","£500,000",Apartment,2.0,2.0,Ask agent
"Normanshire Drive, Chingford","£500,000",Town House,4.0,2.0,"1,249 sq ft"
"Clapham Common North Side, London, SW4","£500,000",Apartment,1.0,1.0,368 sq ft
"Thrale Road, Furzedown","£500,000",Maisonette,2.0,1.0,Ask agent
"Brompton Park Crescent, Fulham","£500,000",Flat,1.0,1.0,Ask agent
"Echo Court, Telegraph Avenue, NW9","£500,000",Apartment,3.0,2.0,Ask agent
"9a York Way, Kings Cross","£500,000",Flat,1.0,1.0,552 sq ft
"Turnpike Lane, Hornsey, London, N8","£500,000",Apartment,3.0,1.0,Ask agent
"Wards Place, Canary Wharf","£500,000",Studio,,1.0,Ask agent
"Princess Park Manor, Friern Barnet, London, N11","£500,000",Flat,2.0,2.0,953 sq ft
"Fairmont Avenue, Canary Wharf","£500,000",Flat,2.0,2.0,Ask agent
"Belmont Road, London","£500,000",End of Terrace,3.0,1.0,878 sq ft
"Garratt Lane, Wandsworth Town, London, SW18","£500,000",Flat,2.0,2.0,654 sq ft
"Linton Gardens, Beckton","£500,000",Terraced,3.0,1.0,775 sq ft
"Erwood Road, London, Greater London, SE7","£500,000",Semi-Detached,3.0,2.0,932 sq ft
"Gaumont Place, Streatham Hill","£500,000",Flat,2.0,1.0,Ask agent
"Lombard Wharf 12 Lombard Road, London, SW11","£500,000",Flat,1.0,1.0,560 sq ft
"Loveridge Road, West Hampstead","£500,000",Apartment,2.0,1.0,Ask agent
"Ballater Road, SW2","£500,000",Flat,2.0,1.0,530 sq ft
"St John's Estate, Islington, N1","£500,000",Flat,3.0,1.0,Ask agent
"Pierhead Lock, Docklands, London, E14","£500,000",Flat,2.0,2.0,967 sq ft
"Pinehurst Court, Notting Hill, London, W11","£500,000",Flat,1.0,1.0,357 sq ft
"Perryfield Way, Brent Cross, NW9","£500,000",Apartment,2.0,2.0,Ask agent
"Fairbridge Road, Archway, London, N19","£500,000",Flat,2.0,2.0,701 sq ft
"Flat 33, 5 Oakhill Road, London","£500,000",Apartment,1.0,1.0,541 sq ft
"Finborough Road, Chelsea","£500,000",Apartment,1.0,1.0,411 sq ft
"Lofts Apartments, 5 Grenville Place, Mill Hill, London, NW7","£500,000",Apartment,2.0,2.0,951 sq ft
"Bredhurst Close, Penge","£500,000",Flat,2.0,1.0,Ask agent
"Knighton Park Road, London, SE26","£500,000",Terraced,2.0,1.0,Ask agent
"PORTSEA HALL, PORTSEA PLACE, London, W2","£500,000",Flat,1.0,1.0,540 sq ft
"Thrale Road, London, SW16","£500,000",Apartment,2.0,1.0,Ask agent
"Southcroft Road, Furzedown, London, SW16","£500,000",Maisonette,3.0,1.0,925 sq ft
"Shepherdess Walk, 
Islington, N1","£500,000",Flat,1.0,1.0,Ask agent
"South Quay Square, London, E14","£500,000",Apartment,2.0,2.0,859 sq ft
"Park Avenue, Willesden Green, London, NW2","£500,000",Flat,1.0,1.0,682 sq ft
"Lichfield Road, ., East london , E3 5AU","£500,000",Semi-Detached,2.0,1.0,Ask agent
"Heathfield Park, Willesden, London, NW2","£500,000",Flat,2.0,1.0,756 sq ft
"Hornsey Road, Islington, London, N7","£500,000",Apartment,1.0,1.0,Ask agent
"Clapham Road, Oval, London, SW9","£500,000",Flat,1.0,1.0,612 sq ft
"Princess Park Manor, Royal Drive, London, N11","£500,000",Apartment,2.0,2.0,Ask agent
"Studley Court, Canary Wharf, London, E14","£500,000",Flat,2.0,2.0,724 sq ft
"Wickham Lane, London, SE2","£500,000",Semi-Detached,3.0,1.0,Ask agent
"Sheen Court, Richmond, TW10","£500,000",Flat,2.0,1.0,678 sq ft
"Hill House, 17 Highgate Hill, London, N19","£500,000",Apartment,1.0,1.0,529-636 sq ft
"Cromer Street, Bloomsbury, London, WC1H","£500,000",Flat,2.0,1.0,621 sq ft
"South Island Place, Stockwell","£500,000",Flat,2.0,2.0,667 sq ft
"Liner House, Royal Wharf E16","£500,000",Apartment,1.0,1.0,Ask agent
"Southolm Street, Battersea","£500,000",Flat,2.0,1.0,Ask agent
"The Oxygen, Royal Victoria Dock, E16","£500,000",Apartment,2.0,2.0,807 sq ft
"Hurley Court, North Finchley, London, N12","£500,000",Flat,2.0,2.0,931 sq ft
"Palace Road, Streatham","£500,000",Flat,2.0,2.0,Ask agent
"Tanner Street, Southwark, London, SE1","£500,000",Flat,1.0,1.0,524 sq ft
"Gillis Square, London, SW15","£500,000",Flat,2.0,2.0,750 sq ft
"Britannia Street, King's Cross, London, WC1X","£500,000",Flat,1.0,1.0,527 sq ft
"Royal Eden Docks, The Ellipse, 10 Western Gateway, E16","£500,000",Apartment,1.0,1.0,642 sq ft
"Avenue Hall, N6","£500,000",Apartment,1.0,1.0,Ask agent
"Neasden Lane, London, NW10","£500,000",Apartment,3.0,2.0,Ask agent
"Boyd Building, Hudson Way, London, E16","£500,000",Apartment,2.0,2.0,Ask agent
"Fulbourne Road, Walthamstow E17","£500,000",End of Terrace,3.0,1.0,Ask agent
Wharf Street London SE8,"£500,000",Apartment,2.0,2.0,Ask agent
"Wolftencroft Close, Battersea","£500,000",Flat,2.0,1.0,Ask agent
"The Mission Building, E14","£500,000",Apartment,2.0,1.0,886 sq ft
"Cudworth Street, London, E1","£500,000",Apartment,2.0,1.0,707 sq ft
"Lakeside Drive, London, NW10","£500,000",Flat,2.0,2.0,Ask agent
"John Archer Way, London, SW18","£500,000",Apartment,2.0,2.0,Ask agent
"Gloucester Terrace, Hyde Park","£500,000",Flat,1.0,1.0,Ask agent
"Gauden Road, 
Clapham, SW4","£500,000",Flat,2.0,1.0,606 sq ft
"Carnarvon Avenue, Enfield","£500,000",Terraced,3.0,1.0,Ask agent
"St. Helens Crescent, Norbury, SW16","£500,000",Flat,3.0,2.0,Ask agent
"Ridgway, Wimbledon Village, London, SW19","£500,000",Apartment,1.0,1.0,Ask agent
"White House Lane, Enfield","£500,000",Semi-Detached,3.0,1.0,Ask agent
"Atkinson Close, London, SW20","£500,000",Apartment,1.0,1.0,603 sq ft
"Seager Place, Deptford","£500,000",Flat,3.0,2.0,Ask agent
"Tarragon Close, New Cross","£500,000",Terraced,2.0,1.0,Ask agent
"Parkhurst Road, Holloway, London, N7","£500,000",Apartment,2.0,1.0,570 sq ft
"Charlton Park Lane, Charlton, London, SE7","£500,000",Terraced,3.0,1.0,800 sq ft
"Queens Gate, South Kensington, London, SW7","£500,000",Studio,,1.0,336 sq ft
"Cumberland Road, LONDON","£500,000",End of Terrace,3.0,1.0,Ask agent
"Cliveden Road, London, SW19","£500,000",Maisonette,2.0,1.0,Ask agent
"Panoramic Tower, Poplar, London, E14","£500,000",Flat,2.0,2.0,816 sq ft
"Grena Road, Richmond, TW9","£500,000",Apartment,2.0,1.0,662 sq ft
"Riverside Mansions, Milk Yard, London, E1W","£500,000",Flat,2.0,1.0,Ask agent
"Queensway, Bayswater","£500,000",Flat,2.0,2.0,Ask agent
"London,  N19, Islington, N19","£500,000",Flat,2.0,2.0,813 sq ft
"Inchmery Road, London","£500,000",House,2.0,1.0,Ask agent
"Meridian House, Battersea Reach","£500,000",Apartment,1.0,1.0,590 sq ft
"Lexington Building, Bow Quarter, Bow, London, E3","£500,000",Apartment,2.0,1.0,727 sq ft
"Film Square, Marlowe Road, London E17","£500,000",Apartment,2.0,,764 sq ft
"Cambium Apartments, London, SW19","£500,000",Apartment,2.0,1.0,Ask agent
"Montreal House, Surrey Quays Road, London","£500,000",Flat,1.0,1.0,Ask agent
"Maryland Road, London","£500,000",Maisonette,3.0,1.0,Ask agent
"Randall Court, Dairy Close, London, SW6","£500,000",Flat,1.0,1.0,Ask agent
"Hutchings Street, London, E14","£500,000",Flat,2.0,1.0,750 sq ft
"Askew Crescent, Shepherds Bush","£500,000",Flat,2.0,1.0,Ask agent
"Boundaries Road, Balham","£500,000",Flat,2.0,1.0,Ask agent
"Aldworth Road, London, E15","£500,000",Terraced,2.0,1.0,667 sq ft
"Brecknock Road, London","£500,000",Flat,2.0,1.0,Ask agent
"Essex Park Mews, London, W3","£500,000",Apartment,2.0,2.0,Ask agent
"Broome Way, Camberwell, London","£500,000",Apartment,2.0,2.0,Ask agent
"Britton Street, Clerkenwell, London, EC1M","£500,000",Flat,1.0,1.0,466 sq ft
"Vincent Square, Westminster","£500,000",Flat,1.0,1.0,Ask agent
"Cherrywood Drive, London","£500,000",Flat,2.0,1.0,Ask agent
"Lupus Street, 
Pimlico, SW1V","£500,000",Flat,1.0,1.0,Ask agent
"Chitty Street, Fitzrovia","£500,000",Flat,1.0,1.0,Ask agent
"Connaught Avenue, Enfield, EN1","£500,000",Terraced,2.0,1.0,Ask agent
"Naxos Building, 4 Hutchings Street, London, Greater London, E14 8JR","£500,000",Apartment,2.0,1.0,600 sq ft
"Porchester Square, London, W2","£500,000",Flat,2.0,1.0,500 sq ft
"Pitchford Street, London","£500,000",Terraced,2.0,2.0,Ask agent
"Laurie Road, Hanwell, W7","£500,000",End of Terrace,3.0,1.0,Ask agent
"Staunton street, Deptford","£500,000",Flat,2.0,1.0,Ask agent
"Morville Street, Hackney","£500,000",Flat,2.0,2.0,Ask agent
"Anson Road, Tufnell Park","£500,000",Flat,1.0,1.0,Ask agent
"Grosvenor Lodge, 94 Grosvenor Road, London, SW1V","£500,000",Apartment,1.0,1.0,538 sq ft
"Dartmouth Park Hill, Dartmouth Park, London, NW5","£500,000",Apartment,2.0,1.0,Ask agent
"Latchmere Street, Battersea","£500,000",Flat,2.0,1.0,Ask agent
"Prime Meridian Walk, London, E14","£500,000",Apartment,2.0,2.0,Ask agent
"Klay, 
All Saints Passage, SW18","£500,000",Flat,1.0,1.0,535 sq ft
"43 Chamberlayne Road, London, NW10","£500,000",Flat,2.0,1.0,Ask agent
"Davidson Road, Croydon","£500,000",Terraced,4.0,2.0,Ask agent
"Hillfield Court, Belsize Avenue, London","£500,000",Flat,1.0,1.0,612 sq ft
"Abbey Road, London","£500,000",Flat,1.0,1.0,Ask agent
"Heritage Tower, 118 East Ferry Road, London, E14","£500,000",Apartment,1.0,1.0,Ask agent
"Lisson Grove, London, NW1","£500,000",Apartment,1.0,1.0,465 sq ft
"Weymouth Terrace, Hoxton","£500,000",Flat,2.0,2.0,Ask agent
"Clarence Court, Dee Road, Richmond","£500,000",Apartment,2.0,2.0,Ask agent
"Langford Court, Abbey Road, St John's Wood, London, NW8","£500,000",Apartment,1.0,1.0,440 sq ft
"Baroque Gardens, Mary Rose Square, London, SE16","£500,000",Flat,2.0,2.0,Ask agent
"Longley Road, Tooting","£500,000",Flat,3.0,1.0,Ask agent
"Claughton Road, London, E13","£500,000",Terraced,4.0,1.0,Ask agent
"Stirling Close, London, SW16","£500,000",End of Terrace,3.0,1.0,Ask agent
"Aliwal Road, SW11","£500,000",Flat,1.0,1.0,572 sq ft
"Gloucester Terrace, London, W2","£500,000",Flat,1.0,1.0,467 sq ft
"5 PiX Court  186 Rye Lane, London, Peckham","£500,000",Flat,1.0,1.0,Ask agent
"Brondesbury Park, London, NW2","£500,000",Apartment,2.0,1.0,738 sq ft
"Devonshire Drive, London, SE10 8JZ","£500,000",Apartment,2.0,1.0,601 sq ft
"Caledonian Road, N7, Caledonian Road, London, N7","£500,000",Flat,2.0,1.0,527 sq ft
"Napier Avenue, Docklands, London, E14","£500,000",Flat,2.0,2.0,869 sq ft
"Bromyard Avenue, London, W3","£500,000",Apartment,2.0,2.0,"1,135 sq ft"
"Lichfield Road, Bow, London, E3","£500,000",Semi-Detached,2.0,1.0,553 sq ft
"Coade Court, Paradise Road, Clapham, London, SW4","£500,000",Flat,2.0,,657 sq ft
"Hallam Street, Marylebone","£500,000",Flat,1.0,1.0,Ask agent
"Queen Caroline Street, London","£500,000",Flat,2.0,1.0,Ask agent
"Dahomey Road, London","£500,000",Maisonette,2.0,1.0,Ask agent
"Burrells Wharf Square, Isle Of Dogs, London, E14","£500,000",Flat,2.0,2.0,868 sq ft
"Lavender Hill, 
The Shaftesbury Estate, SW11","£500,000",Flat,2.0,1.0,Ask agent
"Queens Road, Peckham, London, SE15","£500,000",Flat,2.0,1.0,673 sq ft
"West End Lane, West Hampstead","£500,000",Flat,2.0,1.0,Ask agent
"Beaufort Street, Chelsea","£500,000",Flat,1.0,1.0,Ask agent
"Douglas Court, West Hampstead","£500,000",Flat,1.0,1.0,Ask agent
"Bow Road, LONDON","£500,000",Apartment,2.0,2.0,Ask agent
"Croftdown Road, Dartmouth Park, London, NW5","£500,000",Apartment,2.0,1.0,572 sq ft
"Church Garth, Pemberton Gardens, London","£500,000",Flat,2.0,1.0,Ask agent
"Grafton Road, London, NW5","£500,000",Apartment,2.0,2.0,Ask agent
"Mortimer Road, London, E6","£500,000",Terraced,3.0,1.0,Ask agent
"Woolwich Road, Charlton, London, SE7","£500,000",End of Terrace,3.0,1.0,"1,036 sq ft"
"Ambrosden Avenue, Westminster","£500,000",Flat,1.0,1.0,Ask agent
"Finchley Road, Hampstead","£500,000",Apartment,1.0,1.0,456 sq ft
"Moremead Road, London, SE6","£500,000",Terraced,4.0,1.0,Ask agent
"Swynford Gardens, Hendon, NW4","£500,000",End of Terrace,2.0,1.0,646 sq ft
"Eardley Road, Streatham","£500,000",Flat,3.0,1.0,Ask agent
"Old Kent Road, London, SE1","£500,000",Flat,2.0,1.0,Ask agent
"Pepys Street, 
Tower, EC3N","£500,000",Flat,1.0,1.0,610 sq ft
"Queens Wharf, Crisp Road, Hammersmith, W6","£500,000",Flat,,1.0,422 sq ft
"Whitechapel High Street, London, E1","£500,000",Flat,1.0,1.0,Ask agent
"Finchley Lane, Hendon, NW4","£500,000",Flat,2.0,2.0,643 sq ft
"Holford Way, Roehampton, London, SW15","£500,000",Flat,2.0,2.0,702 sq ft
"Cotleigh Road, West Hampstead, NW6","£500,000",Flat,2.0,1.0,Ask agent
"5 Bedroom Purpose-Built House for Sale in Linstead Way, Southfields","£500,000",Terraced,5.0,2.0,Ask agent
"Channelsea Road, Stratford, London, E15","£500,000",Flat,2.0,2.0,866 sq ft
"Chalton Street, London","£500,000",Apartment,1.0,1.0,Ask agent
"Landmark East Tower, Canary Wharf, E14","£500,000",Flat,1.0,1.0,586 sq ft
"Barge Walk, Greenwich, London, SE10","£500,000",Flat,2.0,2.0,711 sq ft
"John Trundle Court, Barbican, EC2Y","£500,000",Studio,,1.0,440 sq ft
"Kersfield Road, 
Putney Vale, SW15","£500,000",Flat,2.0,1.0,840 sq ft
"Newnton Close, London, N4","£500,000",Apartment,1.0,1.0,517 sq ft
"Graham Road, Hendon NW4","£500,000",Apartment,3.0,2.0,Ask agent
"Great Western Road, Notting Hill","£500,000",Flat,2.0,1.0,Ask agent
"Twickenham Road, Teddington","£500,000",Apartment,2.0,2.0,Ask agent
"Marsden Street, Kentish Town","£500,000",Flat,2.0,1.0,Ask agent
"Pepys House, 
Worsopp Drive, SW4","£500,000",Maisonette,3.0,1.0,Ask agent
"Putney High Street, London","£500,000",Flat,1.0,1.0,Ask agent
"Lambert Way, North Finchley, N12","£500,000",End of Terrace,2.0,1.0,811 sq ft
"Galaxy Building, 5 Crews Street, E14 3SP","£500,000",Apartment,2.0,2.0,850 sq ft
"Cranfield Road, Brockley, SE4","£500,000",Apartment,2.0,1.0,Ask agent
"Grove Park Road, Mottingham, SE9","£500,000",Flat,2.0,1.0,"1,191 sq ft"
"St. Peter'S Way, Dalston, Islington, Hackney, N1","£500,000",Maisonette,2.0,1.0,797 sq ft
"Woodstock Road, Forest Gate, London","£500,000",Terraced,3.0,1.0,Ask agent
"Hatherley Gardens, London, E6","£500,000",Terraced,3.0,2.0,Ask agent
Milkwood Road Herne Hill,"£500,000",Apartment,2.0,1.0,Ask agent
"Warehouse W, 3 Western Gateway, Newham Way, London, E16","£500,000",Apartment,1.0,2.0,914 sq ft
"Oyster Wharf, 
18 Lombard Road, SW11","£500,000",Flat,2.0,1.0,653 sq ft
"Vandyke Close, 
Putney Vale, SW15","£500,000",Flat,2.0,1.0,Ask agent
"West Carriage House, Royal Carriage Mews, London SE18 6GA","£500,000",Apartment,3.0,2.0,720 sq ft
"Chitty Street, London","£500,000",Apartment,1.0,1.0,Ask agent
"Girdlers Road, London","£500,000",Flat,2.0,1.0,603 sq ft
"Pathfield Road, Streatham, SW16","£500,000",Apartment,3.0,1.0,"1,095 sq ft"
"The Oxygen Western Gateway, Royal Victoria, London, E16","£500,000",Apartment,2.0,2.0,Ask agent
"Fathom Court, Royal Wharf, E16","£500,000",Apartment,3.0,2.0,Ask agent
"Halyards Court, Brentford, TW8","£500,000",Apartment,2.0,1.0,Ask agent
"Hartfield Crescent, Wimbledon, London, SW19","£500,000",Flat,1.0,1.0,547 sq ft
"Hatherley Court, 
Hatherley Grove, W2","£500,000",Flat,1.0,1.0,576 sq ft
"Garratt Lane, Earlsfield","£500,000",Flat,3.0,2.0,Ask agent
"Freeman House, Clapham Park, London, SW2","£500,000",Flat,3.0,1.0,723 sq ft
"Bellville House, Norman Road London SE10","£500,000",Flat,2.0,2.0,Ask agent
"Balham High Road, Balham","£500,000",Flat,1.0,1.0,Ask agent
"Wharfside Point South, 
4 Prestons Road, E14","£500,000",Flat,2.0,2.0,"1,160 sq ft"
"Prince Of Wales Road, Kentish Town, NW5","£500,000",Flat,3.0,1.0,773 sq ft
"St Aidans Road, East Dulwich, SE22","£500,000",Apartment,2.0,2.0,Ask agent
"Upper Road, Plaistow, E13 0EX","£500,000",Terraced,5.0,2.0,Ask agent
"Chippenham Road, Maida Vale, London, W9","£500,000",Flat,2.0,1.0,635 sq ft
"Hanson Close, Mortlake","£500,000",Flat,2.0,2.0,Ask agent
"Rona Walk, Islington","£500,000",Maisonette,2.0,1.0,Ask agent
"Chandler Avenue, London, E16","£500,000",Terraced,3.0,1.0,Ask agent
"violet Road, london","£500,000",Apartment,2.0,2.0,Ask agent
"Bredhurst Close, Penge","£500,000",Flat,2.0,1.0,Ask agent
"High Road, London","£500,000",Flat,2.0,2.0,Ask agent
"Commercial Road,Skyline Plaza, E1 1NY","£500,000",Flat,1.0,1.0,484 sq ft
"Wilton House, West Ealing, London, W13","£500,000",Flat,2.0,2.0,700 sq ft
"Bogart House, Ealing Broadway, LONDON, W5","£500,000",Studio,,1.0,419 sq ft
"Corsican Square, E3, Bow, London, E3","£500,000",Flat,2.0,2.0,708 sq ft
"Flower Lane, Mill Hill, London","£500,000",Flat,2.0,2.0,Ask agent
"Regency Court Penthouses, South Woodford","£500,000",Apartment,2.0,2.0,786 sq ft
"THE BeCa, Old Kent Road, London, SE15","£500,000",Flat,1.0,1.0,538 sq ft
"Norman Road, Greenwich, London, SE10","£500,000",Flat,3.0,2.0,824 sq ft
"Pier Way, 
Woolwich, 
SE28 0FH","£500,000",Apartment,2.0,2.0,775 sq ft
"Aldridge Road Villas, Notting Hill","£500,000",Flat,1.0,1.0,Ask agent
"Highgate Hill, Archway","£500,000",Flat,1.0,1.0,Ask agent
"Moyser Road, London, SW16","£500,000",Detached,1.0,1.0,Ask agent
"Spencer House, Wimbledon Park Side, London, SW19","£500,000",Apartment,2.0,1.0,863 sq ft
"Chiswick High Road, Chiswick","£500,000",Flat,1.0,1.0,Ask agent
"Evering Road, London, N16","£500,000",Maisonette,2.0,1.0,831 sq ft
"Brompton Park Crescent, Fulham","£500,000",Flat,1.0,1.0,Ask agent
"Chevening Road, London, NW6","£500,000",Flat,1.0,1.0,552 sq ft
"Pegler Square, London, SE3","£500,000",Flat,2.0,2.0,764 sq ft
"Mablethorpe Road, Fulham","£500,000",Flat,1.0,1.0,Ask agent
"Drayton Park, Islington, London, N5","£500,000",Apartment,2.0,2.0,742 sq ft
"High Street, Walthamstow","£500,000",Flat,2.0,2.0,811 sq ft
"Bloomfield Road, Woolwich, SE18","£500,000",Terraced,3.0,2.0,Ask agent
"Drewstead Road, London, SW16","£500,000",Apartment,2.0,1.0,Ask agent
"Millennium Drive, London, E14","£500,000",Apartment,2.0,2.0,Ask agent
"Gloucester Place, Regent's Park, London, NW1","£500,000",Flat,1.0,1.0,486 sq ft
"Carfax Place, Clapham","£500,000",Flat,3.0,1.0,Ask agent
"Hillside Court, Holders Hill Road, Hendon NW4","£500,000",Flat,3.0,1.0,Ask agent
"Discovery Tower, Terry Spinks Place, E16","£500,000",Apartment,2.0,2.0,Ask agent
"Holden Road, London","£500,000",Flat,2.0,1.0,Ask agent
"Haydon Park Road, Wimbledon, London, SW19","£500,000",Semi-Detached,2.0,1.0,822 sq ft
"Suffield Road, Chingford","£500,000",End of Terrace,3.0,1.0,"1,056 sq ft"
"Gauden Road, London, SW4","£500,000",Apartment,2.0,1.0,606 sq ft
"Maynard Close, London, SW6","£500,000",Apartment,1.0,1.0,544 sq ft
"Graham Road, Hendon NW4","£500,000",Apartment,3.0,2.0,Ask agent
"Calderwood Street, London, SE18","£500,000",Penthouse,3.0,2.0,"1,177 sq ft"
"Harlinger Street, Woolwich, London, SE18","£500,000",Terraced,3.0,1.0,Ask agent
"Adelphi Court, 11 Ashfield Road, London, N4","£500,000",Apartment,2.0,2.0,Ask agent
"Blandford Court, Haggerston, London, N1","£500,000",Flat,2.0,1.0,833 sq ft
"Millharbour, Canary Wharf, London, E14","£500,000",Flat,2.0,2.0,800 sq ft
"Barnsley Street, London","£500,000",Apartment,4.0,1.0,Ask agent
"Peninsula Gardens, Greenwich Peninsula, London, SE10","£500,000",Flat,1.0,1.0,568 sq ft
"Turner House, St John's Wood Terrace, St John's Wood, London, NW8","£500,000",Apartment,1.0,1.0,521 sq ft
"Oakleigh road North , london, N20","£500,000",End of Terrace,3.0,1.0,Ask agent
"Cotleigh Road, West Hampstead","£500,000",Flat,2.0,1.0,Ask agent
"Dordrecht Road, Acton","£500,000",Flat,2.0,1.0,Ask agent
"Ladbroke Grove, Notting Hill, W10","£500,000",Flat,1.0,1.0,477 sq ft
"Alpha Road, New Cross","£500,000",Flat,2.0,1.0,Ask agent
"Castletown Road, London, Greater London, W14","£500,000",Apartment,2.0,1.0,586 sq ft
"Page Street, Westminster, London, SW1P","£500,000",Flat,2.0,1.0,541 sq ft
"Troubridge Square, Walthamstow","£500,000",Apartment,2.0,2.0,850 sq ft
"Westbury Avenue, London, N22","£500,000",Flat,3.0,1.0,Ask agent
"Brent Park Road, London, NW4","£500,000",Terraced,3.0,1.0,731 sq ft
"Turnstone House, Wapping, E1W","£500,000",Apartment,1.0,1.0,Ask agent
"Seagrave Road, West Brompton, Earl's Court, SW6","£500,000",Apartment,2.0,1.0,487 sq ft
"Waterfront Mews, 
Arlington Avenue, N1","£500,000",Flat,1.0,1.0,Ask agent
"King Henrys Road, Primrose Hill, London, NW3","£500,000",Flat,1.0,1.0,401 sq ft
"Kitson House, Corsican Square, Bow, E3","£500,000",Flat,2.0,2.0,695 sq ft
"Hendon Lane, Finchley","£500,000",Flat,2.0,1.0,Ask agent
"Steedman Street, Elephant & Castle, London, SE17","£500,000",Flat,2.0,1.0,937 sq ft
"Packenham House, 25 Lockton Street, London, W10","£500,000",Apartment,1.0,1.0,549 sq ft
"The Eagle Apartments, 161 City Road, London, EC1V","£500,000",Flat,1.0,1.0,553 sq ft
"Hurley Court, High Road, North Finchley, London, N12","£500,000",Apartment,2.0,2.0,931 sq ft
"Jeffrey's Street, 
Camden, NW1","£500,000",Flat,1.0,1.0,Ask agent
"Clarendon Road, London, W11","£500,000",Apartment,1.0,1.0,427 sq ft
"Glaisher Street, London, SE8","£500,000",Flat,2.0,2.0,Ask agent
"Trinity Road, Wandsworth, SW18","£500,000",Apartment,1.0,1.0,529 sq ft
"Long Lane, Finchley Central","£500,000",Flat,2.0,1.0,Ask agent
"Canonbury Street, London, N1","£500,000",Apartment,2.0,1.0,Ask agent
"Carronade Court, Eden Grove, Holloway, N7","£500,000",Apartment,2.0,1.0,Ask agent
"Wingford Road, Brixton","£500,000",Maisonette,2.0,1.0,Ask agent
"Nightingale Lane, London, SW12","£500,000",Apartment,1.0,1.0,698 sq ft
"Greenwich South Street, London, SE10","£500,000",Apartment,2.0,2.0,Ask agent
"Trinity Rise, London, SW2","£500,000",Apartment,2.0,1.0,634 sq ft
"Grierson Road, Honor Oak","£500,000",Terraced,2.0,1.0,Ask agent
"Norwood Road, London, SE24","£500,000",Apartment,2.0,1.0,774 sq ft
"Orchard Hill, Lewisham, SE13","£500,000",End of Terrace,3.0,1.0,Ask agent
"Lansdowne Road, Wimbledon Village","£500,000",Flat,2.0,1.0,Ask agent
"Oaklands Grove, Shepherds Bush","£500,000",Flat,2.0,1.0,Ask agent
"Nathan Way, Plumstead, SE28","£500,000",Apartment,2.0,2.0,795 sq ft
"Lurline Gardens, London, SW11","£500,000",Apartment,1.0,1.0,506 sq ft
"Penwith Road, London, SW18","£500,000",Ground Flat,2.0,1.0,610 sq ft
"Brickfield Road, SW4","£500,000",Block of Apartments,2.0,2.0,833 sq ft
"Star Place, Wapping, E1W","£500,000",Flat,1.0,1.0,Ask agent
"Tizzard Grove, London, SE3","£500,000",Flat,2.0,2.0,Ask agent
"Hayes Grove, London, SE22","£500,000",Apartment,2.0,1.0,715 sq ft
"Thirlmere Road, Streatham","£500,000",Flat,2.0,1.0,Ask agent
"Slaidburn Street, Chelsea, London, SW10","£500,000",Flat,1.0,1.0,506 sq ft
"Balham High Road, Balham","£500,000",Flat,2.0,1.0,Ask agent
"Southwyck House, London, SW9","£500,000",Maisonette,3.0,2.0,Ask agent
"Brookwood Avenue, Barnes, London, SW13","£500,000",Apartment,2.0,1.0,578 sq ft
"Tufnell Park Road, Tufnell Park","£500,000",Flat,1.0,1.0,Ask agent
"Veronica Road, Balham","£500,000",Flat,1.0,1.0,Ask agent
"Station Approach, Hoe Street, Walthamstow, London, E17","£500,000",Flat,2.0,2.0,Ask agent
"Kersfield Road, London","£500,000",Flat,2.0,1.0,Ask agent
"Pine Grove, London, N4","£500,000",Flat,2.0,1.0,Ask agent
"Comeragh Road, West Kensington","£500,000",Flat,2.0,1.0,Ask agent
"Morrish Road, London, SW2","£500,000",Apartment,3.0,2.0,930 sq ft
"Halley Road, Manor Park, London E12","£500,000",Terraced,3.0,2.0,"1,184 sq ft"
"Rousden Street, Camden Town","£500,000",Flat,2.0,1.0,Ask agent
"Duchy Street, London, SE1","£500,000",Apartment,2.0,1.0,Ask agent
"Girdlers Road, West Kensington","£500,000",Flat,2.0,1.0,Ask agent
"Icon Tower, 8 Portal Way, London, W3","£500,000",Apartment,1.0,1.0,552 sq ft
"Thornbury Way, London, E17","£500,000",Flat,3.0,2.0,944 sq ft
"Rattray Road, London","£500,000",Flat,1.0,1.0,Ask agent
"Booth Road, Royal Docks","£500,000",Apartment,2.0,2.0,Ask agent
"Kenton Court, Kensington High Street London W14","£500,000",Apartment,1.0,1.0,467 sq ft
"Chippenham Road, London, W9","£500,000",Flat,1.0,1.0,Ask agent
"Bredgar Road, Archway, N19","£500,000",Apartment,2.0,1.0,Ask agent
"Portnall Road, London, W9","£500,000",Apartment,1.0,1.0,Ask agent
Kensal Green,"£500,000",Flat,2.0,2.0,Ask agent
"Blagrove Road, London, W10","£500,000",Apartment,1.0,1.0,452 sq ft
"Earlsfield Road, London, SW18","£500,000",Flat,1.0,1.0,679 sq ft
"Carlton Vale, Maida Vale, London, NW6","£500,000",Flat,3.0,1.0,966 sq ft
