Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Bridges Wharf, Battersea SW11","£399,999",Apartment,1,1,543 sq ft
"Grantham Road, London","£399,999",N/A,2,1,Ask agent
"Flat 4 1A, Dorset Road, London, N15","£399,999",Mews,2,1,Ask agent
"Popes Lane, Ealing","£399,999",Flat,2,1,Ask agent
"Glenthorne Road, W6","£399,999",Flat,1,1,525 sq ft
"Strode Road, London","£399,999",Maisonette,2,1,600 sq ft
"Pumping Station Road, Chiswick","£399,999",Flat,1,1,Ask agent
"Darwin Road, London","£399,999",Flat,1,1,Ask agent
"St. Johns Road, London","£399,999",Apartment,2,1,Ask agent
"Inner Park Road, Wimbledon","£399,999",Flat,2,1,Ask agent
"Bury Street West, London, N9","£399,999",Maisonette,2,N/A,Ask agent
"Queen Annes Place, London, EN1","£399,999",Flat,2,N/A,Ask agent
"Queens Parade, Ealing","£399,999",Flat,2,1,Ask agent
"Ranton House, Brentford, TW8","£399,999",Flat,1,1,Ask agent
"Milles Square, London, SW9 8GA","£399,995",Flat,1,1,Ask agent
"Shalbourne Square, Hackney Wick","£399,995",Apartment,2,1,Ask agent
"Greenfell Mansions, Glaisher Street, London, SE8","£399,995",Apartment,1,N/A,Ask agent
"Wellington Road, London E7 9BP","£399,995",Flat,2,2,Ask agent
"Plot 15, Old Royal Chace, Enfield","£399,995",Apartment,1,1,548 sq ft
"Bromley Road, London, SE6","£399,995",Flat,2,1,Ask agent
"Alexandra Gate, Harringay, London, N8","£399,000",Studio,N/A,1,428 sq ft
"Oxford Gardens, London","£399,995",Apartment,3,1,Ask agent
"Bagshaw Building, Canary Wharf, E14","£399,995",Studio,N/A,1,395 sq ft
"Artichoke Hill, London, E1W","£399,995",Apartment,2,1,922 sq ft
"Phoenix Court, 163 Lee High Road, Lewisham, London, SE13","£399,995",Apartment,2,2,Ask agent
"Crowndale Road, Camden Town, NW1","£399,995",Apartment,1,1,Ask agent
White Hart Lane,"£399,995",Flat,2,2,Ask agent
"Boleyn Road, Dalston, London, N16","£399,995",Flat,1,1,435 sq ft
"Wellington Gardens, Charlton, SE7","£399,995",Apartment,2,2,Ask agent
"Artichoke Hill, London, E1W","£399,995",Apartment,2,1,859 sq ft
"Pollard House, Spa Road, SE16","£399,995",Apartment,1,1,Ask agent
"White Hart Lane, N22","£399,995",Flat,2,2,689 sq ft
"Artichoke Hill, London","£399,995",Flat,2,1,Ask agent
"Tide Waiters House, Aberfeldy Village, E14","£399,995",Apartment,1,1,Ask agent
"Crawshay House, London, N16","£399,990",Flat,1,1,Ask agent
"Milton Road, Hanwell, W7","£399,950",Flat,2,1,Ask agent
"Manor House Court, Hanwell, W7","£399,950",Apartment,2,2,Ask agent
"Baltic Avenue, Brentford","£399,950",Flat,1,1,Ask agent
"Elliscombe Road, Charlton, SE7","£399,950",Apartment,2,1,Ask agent
"Wellington Road, Twickenham","£399,950",Flat,3,1,Ask agent
"Barnsbury Road, London, N1","£399,950",Studio,N/A,1,308 sq ft
"Mare Street, Hackney","£399,950",Flat,1,1,Ask agent
"Uxbridge Road, Acton","£399,950",Flat,1,1,Ask agent
"Manor Road, Twickenham","£399,950",Flat,2,1,Ask agent
"Bagshaw Building, The Wardian, Canary Wharf, E14","£399,950",Apartment,N/A,1,389 sq ft
"Jack Clow Road, West Ham, London, E15","£395,000",Flat,2,1,567 sq ft
"King Street, Twickenham","£399,950",Flat,2,1,Ask agent
"Hastings Road, London","£399,950",Apartment,1,1,Ask agent
"South Hill Park Gardens, Hampstead NW3","£399,950",Flat,N/A,1,366 sq ft
"Abbeyfields Close, Park Royal","£399,950",Apartment,2,1,Ask agent
"Brougham Road, Acton, W3","£399,950",Apartment,1,1,Ask agent
"Blackheath Grove, London, SE3","£399,950",Flat,1,1,539 sq ft
"Borland Road, Upper Nunhead","£399,950",Flat,1,1,Ask agent
"Puffin Court, Ealing, London, W13","£399,950",Flat,2,1,643 sq ft
"St. Marks Road, London, EN1","£399,950",Flat,2,1,"1,000 sq ft"
"Nightingale Road, Edmonton","£399,950",Terraced,2,1,Ask agent
"St. Ann's Road,
London,
N153TH","£399,950",Apartment,1,N/A,Ask developer
"Goat Wharf, Brentford","£399,950",Flat,2,2,Ask agent
"Darwin Road, London","£399,950",Flat,1,1,Ask agent
"Bronwen Court, St Johns Wood, NW8","£399,950",Flat,1,1,362 sq ft
"Romney Court, Haverstock Hill, London, NW3","£399,950",Apartment,1,1,354 sq ft
"Gordon Road, Ealing","£399,950",Flat,1,1,Ask agent
"Hampton Road, Twickenham","£399,950",Flat,2,1,Ask agent
"Oaklands Road, Hanwell","£399,950",Flat,1,1,Ask agent
"Grange Park, Ealing, W5","£399,950",Flat,1,1,462 sq ft
"Nightingale Road, London, N9","£399,950",House,2,1,Ask agent
"High Street, Teddington, TW11","£399,950",Apartment,1,1,Ask agent
"Loveridge Road, West Hampstead","£399,950",Flat,1,1,Ask agent
"Denehurst Gardens, Hendon NW4","£399,950",Apartment,2,2,Ask agent
"Corfton Road, London, W5","£399,950",Apartment,1,1,Ask agent
"Plough Close, London, NW10","£395,000",Flat,1,1,678 sq ft
"Queens Road, Twickenham, TW1","£399,950",Apartment,1,1,565 sq ft
"Connell Crescent, London","£399,950",Maisonette,2,2,Ask agent
"Shillingford Close, Mill Hill, NW7","£399,950",Flat,2,2,Ask agent
"Fallsbrook Road, Furzedown, SW16","£399,950",Flat,2,1,674 sq ft
"Holly Lodge Mansions, Oakeshott Avenue, Highgate, London, N6","£399,950",Apartment,1,1,400 sq ft
"Rosslyn Road, East Twickenham","£399,950",Flat,1,1,Ask agent
"Ashmore Road, London, SE18","£399,950",Apartment,2,2,Ask agent
"Ealing Road, Brentford, TW8","£399,950",Maisonette,3,1,Ask agent
"Scrubs Lane, College Park/Kensal Green","£399,950",Flat,2,1,Ask agent
"Crammond Close, Hammersmith, London, W6","£399,950",Studio,N/A,1,Ask agent
"Calypso Crescent, London, SE15 6FP","£399,950",Flat,2,1,Ask agent
"Cromwell Road, Teddington","£399,950",Flat,2,1,Ask agent
"Cherry Garden Street, London, SE16","£399,950",Apartment,2,N/A,Ask agent
"Ferry Road, Teddington","£399,950",Flat,1,1,Ask agent
"Clapham High Street, London","£399,950",Flat,1,1,Ask agent
"St. Katharines Way, London, E1W","£399,950",Apartment,N/A,1,420 sq ft
"Harlequin Road, Teddington","£399,950",Flat,2,1,Ask agent
"Vineyard Studios, Forest Gate, E7","£399,950",Apartment,1,1,Ask agent
"Scott Avenue, London","£399,950",Flat,1,1,585 sq ft
"Rathgar Avenue, Ealing, W13","£399,950",Apartment,1,1,427 sq ft
"Fairthorn Road, Charlton, SE7","£399,950",Apartment,2,2,Ask agent
"Charlotte Court, 68b Old Kent Road, London, SE1","£399,950",Apartment,2,1,Ask agent
"Brondesbury Park, London, NW6","£399,950",Apartment,1,1,650 sq ft
"Maldon Road, London, W3","£399,950",Apartment,1,1,Ask agent
"Duke Of Wellington Avenue, Woolwich, London, SE18","£399,000",Flat,N/A,1,449 sq ft
"Finchley Road, Childs Hill","£399,950",Flat,2,1,Ask agent
"Hornsey Rise, Hornsey, N19","£399,950",Apartment,1,1,420 sq ft
"Palmerston Road, Acton","£399,950",Flat,1,1,Ask agent
"Flowers Close, London, NW2","£399,950",Flat,2,2,Ask agent
"West Barnes Lane, New Malden, KT3","£399,950",Apartment,2,1,Ask agent
"Whelan Road, Acton","£399,950",Flat,1,1,Ask agent
"Ridley Court, Cambridge Close, London, EN4","£399,950",Flat,2,2,800 sq ft
"Barry Road, East Dulwich","£399,950",Flat,2,1,Ask agent
"Blackwall Way, London, E14","£399,950",Flat,1,1,Ask agent
"Green Lane, Eltham, New Eltham, London, SE9","£399,950",Terraced,2,1,Ask agent
"Portsea Hall, Portsea Place","£399,950",Studio,N/A,1,382 sq ft
"Aldebert Terrace, London, SW8","£399,950",Flat,1,1,480 sq ft
"Albert Mews, SE4","£399,950",Terraced,1,1,Ask agent
"Uxbridge Road, Acton, London, W3","£399,950",Flat,1,1,548 sq ft
"Cavendish Road, Colliers Wood","£399,950",Flat,1,1,Ask agent
"Rye Hill Park, Peckham","£399,950",Flat,2,1,Ask agent
"High Street, Teddington","£399,950",Flat,2,1,Ask agent
"Hardwicks Square, Wandsworth, SW18","£399,950",Flat,1,1,Ask agent
"Twickenham Road, Isleworth","£399,950",Flat,2,2,958 sq ft
"Bushy Park Road, Teddington","£399,950",Flat,1,1,Ask agent
"Corfton Road, London","£399,950",Apartment,1,1,420 sq ft
"High Street, Teddington","£399,950",Flat,2,1,Ask agent
"Ambleside Road, Willesden Junction, London","£399,950",Flat,2,1,672 sq ft
"Earlsfield Road, London, SW18","£399,950",Flat,1,1,438 sq ft
"Essex Road, London, N1","£399,950",Apartment,1,1,507 sq ft
"Mansfield Road, Gospel Oak","£399,950",Flat,1,1,Ask agent
"Twickenham Road, Old Isleworth","£399,950",Apartment,2,2,Ask agent
"Cumberland Road, Hanwell, W7","£399,950",Maisonette,2,1,Ask agent
Cherrywood Court,"£399,950",Maisonette,2,1,Ask agent
"Narrowboat Avenue, Brentford","£399,950",Flat,1,1,Ask agent
"Fortune Green Road, West Hampstead NW6","£399,950",Apartment,1,1,Ask agent
"Waldegrave Road, Teddington","£399,950",Flat,2,1,Ask agent
"Stapleton Hall Road, London, N4","£399,950",Apartment,1,1,526 sq ft
"Willis Street, London, E14","£399,950",Maisonette,3,1,Ask agent
"Rocks Lane, Barnes, London, SW13","£399,950",Flat,1,1,Ask agent
"New Road, Brentford","£399,950",Flat,1,1,Ask agent
"Village Road, Enfield, Middlesex, EN1","£399,950",Apartment,2,1,Ask agent
"Clapham High Street, Clapham","£399,950",Flat,1,1,Ask agent
"Basing Way, Finchley, London, N3","£399,950",Apartment,2,1,Ask agent
"Cherrywood Court, Cambridge Road, Teddington, TW11","£399,950",Flat,1,1,Ask agent
"Makepeace Road, Wanstead","£399,950",Apartment,2,1,Ask agent
"Goldhurst Terrace, South Hampstead","£399,950",Flat,1,1,Ask agent
"Heathfield Park, London, NW2","£399,950",Apartment,1,1,687 sq ft
"Burnham Court, Brent Street NW4","£399,950",Apartment,2,1,Ask agent
"York Close, Hanwell","£399,950",Flat,2,1,Ask agent
"Fellows Road, London, NW3","£399,950",Apartment,1,1,251-410 sq ft
"Woodstock Grove, Shepherds Bush","£399,900",Flat,1,1,Ask agent
"Chapel Market, Islington, N1","£399,500",Flat,1,1,Ask agent
"Michigan Avenue, London, E12","£390,000",Apartment,2,1,593 sq ft
"145 Commercial Street, London, E1","£399,500",Flat,1,1,Ask agent
"Goat Wharf, Brentford","£399,500",Flat,2,2,Ask agent
"Flat 2 Redwing Court, 25 Catkin Road, London, NW9","£399,375",Flat,2,2,Ask agent
"Abbeyfields Close, London NW10","£399,000",Apartment,2,1,Ask agent
"Elmington Estate, London, SE5","£399,000",Maisonette,3,1,Ask agent
"Union Park, Greenwich, SE10","£399,000",Apartment,2,1,Ask agent
"Porter Road, Beckton","£399,000",House,2,1,624 sq ft
"Cumberland Park, London","£399,000",Flat,1,1,Ask agent
"Royal Drive, LONDON, N11","£399,000",Flat,2,2,741 sq ft
"Roehampton Lane, Putney SW15","£399,000",Flat,1,1,Ask agent
"Hallam Street, London, W1W","£399,000",Apartment,N/A,1,306 sq ft
"Chapter Road, London, NW2","£399,000",Ground Flat,2,1,Ask agent
"Munster Road, Fulham","£399,000",Flat,2,1,Ask agent
"Kingswood Apartments, 31 Waterline Way, London, SE8","£399,000",Flat,1,1,554 sq ft
"The Edge, 120 Wimbledon Hill Road, Wimbledon Village, London, SW19","£399,000",Apartment,1,1,593 sq ft
"Tanfield Avenue, London, NW2","£399,000",Maisonette,2,1,Ask agent
"Hoxton Street, London, N1","£399,000",Apartment,1,1,424 sq ft
"Three Waters, Gillender Street, Aberfeldy Village, London, E3","£399,000",Flat,1,N/A,539 sq ft
"Leeland Terrace, London, W13","£399,000",Apartment,2,1,685 sq ft
"Munster Road, Munster Village, London, SW6","£399,000",Flat,2,1,449 sq ft
"Amyand Park Road, Twickenham","£399,000",Flat,1,1,Ask agent
"Hoxton Street, London, N1","£399,000",Apartment,1,1,424 sq ft
"Philip Lane, London, N15","£399,000",Apartment,2,1,Ask agent
"Inverness Street, Camden","£399,000",Apartment,1,1,Ask agent
"Askew Road, London","£399,000",Flat,1,N/A,Ask agent
"1 Mary Neuner Road, 
N8 0ES","£399,000",Apartment,1,1,428 sq ft
"Essian Street, Mile End, E1","£399,000",Apartment,1,1,Ask agent
"Malvern Road, Queens Park, London","£398,950",Flat,1,1,448 sq ft
"Cricklewood, Cricklewood, London, NW2","£398,000",Flat,1,1,557 sq ft
"Aerodrome Road, London, NW9","£398,000",Flat,1,N/A,596 sq ft
"Meadowlark House
Moorhen Drive off Perryfield Way
London
NW9 7DL","£398,000",Apartment,1,N/A,Ask developer
"Lakeside Drive, Acton","£398,000",Flat,1,1,Ask agent
"Clarendon, London, N8","£398,000",Flat,1,1,538 sq ft
"Lakeside Drive, Park Royal, London, NW10","£398,000",Flat,1,1,654 sq ft
"Cavendish House, N8 0ER","£398,000",Apartment,1,1,Ask agent
"Lakeside Drive, London, NW10","£398,000",Apartment,1,1,592 sq ft
"Royal Crest Avenue, Newham,
London, 
E16 2AX","£397,500",Flat,2,N/A,Ask developer
"ABBEVILLE ROAD, SW4","£397,500",Flat,1,1,Ask agent
"Kidbrooke Village Sales & Marketing Suite, 
5 Pegler Square,
London, 
SE3 9FW","£397,500",Apartment,1,1,557 sq ft
"Perseus Court, Arniston Way, E14","£396,000",Apartment,1,1,549 sq ft
"Riversdale Road, London, N5","£395,000",Apartment,1,1,Ask agent
"Albion Avenue, London","£395,000",Apartment,3,1,708 sq ft
Telegraph Avenue London SE10,"£395,000",Apartment,1,1,Ask agent
"Lyttelton Court, Hampstead Garden Suburb","£395,000",Apartment,2,1,Ask agent
"Swan Court, Chelsea Manor Street, Chelsea, SW3","£395,000",Flat,1,1,661 sq ft
"Empson Street, London, E3","£395,000",Flat,3,1,Ask agent
"City Island Way, Canning Town, London, E14","£390,000",Flat,N/A,1,429 sq ft
"Ashview Apartments, Woodberry Grove, N4","£395,000",Apartment,1,1,Ask agent
"Bardolph Road, Richmond, TW9","£395,000",Apartment,1,1,Ask agent
"Wisteria Road, SE13 5HW","£395,000",Apartment,1,1,Ask agent
"Deacon Street, Elephant & Castle, London, SE17","£395,000",Flat,N/A,1,429 sq ft
"Coopers Road, London","£395,000",Apartment,1,N/A,Ask agent
"5 Eastfields Avenue, London, SW18","£395,000",Apartment,1,1,509 sq ft
"Loughborough Park, London, SW9","£395,000",Apartment,1,1,Ask agent
"Telford Road, London","£395,000",Flat,2,1,829 sq ft
"Church Road, Ham, Richmond, TW10","£395,000",Apartment,2,2,Ask agent
"Honor Oak Park, Honor Oak","£395,000",Flat,2,1,Ask agent
"Squires Lane, Finchley, London, N3","£395,000",Apartment,1,1,Ask agent
"Kirkham Road, Beckton","£395,000",Terraced,2,1,624 sq ft
"Ira Court Norwood Road, SE27 9AQ, SE27 9AQ","£395,000",Flat,2,1,Ask agent
"Vicarage Gate, London,  W8, W8","£395,000",Flat,N/A,1,330 sq ft
"New River Crescent, GARDEN FLAT","£395,000",Flat,1,1,Ask agent
"Sailors House, 16 Deauville Close, London, E14 0JT","£395,000",Flat,1,1,Ask agent
"Trafalgar House, Dickens Yard, Longfield Avenue","£395,000",Apartment,1,1,583 sq ft
"Warwick Apartments, 132 Cable Street, London, E1","£395,000",Apartment,1,1,532 sq ft
"Ingrebourne Court, Chingford Avenue, Chingford, E4","£395,000",Maisonette,3,2,Ask agent
"64 New Village Avenue, Poplar, London, E14","£395,000",Flat,1,1,554 sq ft
"Victory Parade, Woolwich, SE18","£395,000",Apartment,1,1,Ask agent
"Lampeter Square, Hammersmith","£395,000",Flat,2,1,Ask agent
"Forest Road, London, E17","£395,000",Flat,3,1,570 sq ft
"300 Manor Rd,
London,
E16 4PA","£395,000",Flat,1,1,553 sq ft
"Friars Mews, London","£395,000",N/A,2,1,Ask agent
"Banyan Court, 2 Regalia Close, London, E16","£395,000",Apartment,1,1,560 sq ft
"399, London, NW9","£395,000",Apartment,1,1,572 sq ft
"New Kings Road, 
Parsons Green, SW6","£395,000",Flat,N/A,1,245 sq ft
"Denbigh Street, Pimlico","£395,000",Studio,N/A,1,Ask agent
"Chatsworth Road, Clapton, London","£395,000",Flat,1,1,Ask agent
"East Road, Wimbledon","£395,000",Flat,2,1,Ask agent
"Hazelwood Lane, Palmers Green, London, N13","£395,000",Flat,1,1,Ask agent
"Ironworks Way, Upton Park, London, E13","£395,000",Flat,2,2,Ask agent
"Latymer Court, Hammersmith Road, London, W6","£395,000",Flat,1,1,429 sq ft
"Bassett House, Wimbledon, SW19","£395,000",Flat,2,2,665 sq ft
"Manor Road, London","£395,000",Apartment,1,1,541 sq ft
"Vicarage Gate, Kensington","£395,000",Studio,N/A,1,Ask agent
"Forest Road, Walthamstow","£395,000",Apartment,1,1,465 sq ft
"Tennyson Road, Wimbledon","£395,000",Bungalow,1,1,Ask agent
"Lupus Street, Pimlico","£395,000",Flat,1,1,Ask agent
"Park House, London NW10","£395,000",Apartment,2,2,Ask agent
"Silkmills Square, Hackney Wick, London, E9","£395,000",Flat,1,1,521 sq ft
"Connaught Works, 251 Old Ford Road, London, E3","£395,000",Apartment,1,1,455 sq ft
"Howitt Close, Belsize Park, London, NW3","£395,000",Apartment,N/A,1,Ask agent
"Palladian Gardens, Chiswick","£395,000",Flat,1,1,Ask agent
"High Road, London, E18","£395,000",Penthouse,1,1,538 sq ft
"Western Gateway, Royal Docks, E16 1YX","£395,000",Studio,N/A,1,452 sq ft
"Queens Road, Wimbledon","£395,000",Flat,2,1,Ask agent
"Judde House, Duke Of Wellington Avenue, London, SE18 6DG","£395,000",Flat,1,1,550 sq ft
"Zenith Close, London","£395,000",Apartment,2,2,Ask agent
"Agar Building, Goodluck Hope, Canning Town, E14","£395,000",Studio,N/A,1,417 sq ft
"Lytton Grove, London, SW15","£395,000",Flat,1,1,643 sq ft
"Nelson Square, London, SE1","£395,000",Apartment,1,1,Ask agent
"Colindale Gardens, Colindale Avenue,
London,
NW9 5HU","£395,000",Apartment,1,1,541 sq ft
"Frost Court, 1 Salk Close, Colindale, London, NW9","£395,000",Apartment,2,1,625 sq ft
"Chaplin Road, NW2 London","£395,000",Flat,1,1,689 sq ft
"Kidbrooke Village Sales & Marketing Suite, 
5 Pegler Square,
London, 
SE3 9FW","£395,000",Apartment,1,1,558 sq ft
"Clarkson Crescent, London","£395,000",Apartment,1,1,Ask agent
"Askew Road, London, W12","£395,000",Apartment,1,1,Ask agent
"Chalet Estate, Hammers Lane, Mill Hill","£395,000",Semi-Detached Bungalow,2,1,Ask agent
"Lupus Street, London","£395,000",Flat,1,1,Ask agent
"St Andrews Road, Walthamstow, London, E17","£395,000",Maisonette,3,1,642 sq ft
"Tiltman Place, London","£395,000",Flat,1,1,Ask agent
"King Street, London","£395,000",Flat,1,1,Ask agent
"Forest Road,
Walthamstow,
E17 4JF","£395,000",Apartment,1,1,538 sq ft
"Shakespeare Court, Shakespeare Road, Mill Hill, London, NW7","£395,000",Apartment,2,1,Ask agent
"New Kings Road, London, SW6","£395,000",Studio,N/A,1,253 sq ft
"Bardolph Road, Richmond, TW9","£395,000",Apartment,1,1,Ask agent
"Ealing Road, Brentford","£395,000",Flat,2,1,712 sq ft
"Honeywood Road, Harlesden, London, NW10","£395,000",Flat,2,1,607 sq ft
"Great North Way, London, NW4","£395,000",Apartment,2,1,Ask agent
"Burns Road, London, NW10","£395,000",Apartment,2,1,Ask agent
"Campbell Close, Streatham","£395,000",Flat,2,1,Ask agent
"Montmorency Gardens, London, N11 1FN","£395,000",Apartment,1,N/A,720 sq ft
"Mulkern Road, Archway, London, N19","£395,000",Apartment,1,1,Ask agent
"Lyttelton Road, London, N2","£395,000",Flat,2,1,Ask agent
"Fortunegate Road, Harlesden, NW10","£395,000",Apartment,2,1,657 sq ft
"New Village Avenue, Poplar, E14 0GJ","£395,000",Apartment,1,1,569 sq ft
"Blake Court, Highlands Village, Winchmore Hill, London, N21","£395,000",Retirement Property,2,1,Ask agent
"Clapham Park Road, Clapham","£395,000",Flat,1,1,Ask agent
"High Road Leyton, 
Grove Green, E10","£395,000",Flat,1,1,548 sq ft
"Chulsa Road, Sydenham, SE26","£395,000",Flat,2,1,Ask agent
"3 Pelling Street, Limehouse, E14","£395,000",Apartment,2,2,Ask agent
"Newsholme Drive, London, N21","£395,000",Retirement Property,2,1,Ask agent
"Hendre Road, Bermondsey","£395,000",Flat,3,1,Ask agent
"137 Finchley Road, London","£395,000",Apartment,1,1,Ask agent
"Lime House Lofts, Limehouse, London, E1","£395,000",Maisonette,N/A,1,480 sq ft
"Bramble Path, E3, Tower Hamlets, London, E3","£395,000",Flat,1,1,605 sq ft
"Churchill Gardens, SW1V","£395,000",Flat,1,1,440 sq ft
"Limehouse Lofts, 17 Caroline Street, London, E1","£395,000",Apartment,N/A,1,480 sq ft
"Crane Court, Fleet Street, London","£395,000",Flat,N/A,1,Ask agent
"Buckingham Road, Leyton, London","£395,000",Apartment,2,2,Ask agent
"Track Street, Walthamstow, E17 7FQ","£395,000",Flat,1,1,Ask agent
"Leamore Court, 1 Meath Crescent, Bethnal Green, London, E2","£395,000",Flat,2,2,824 sq ft
"Tydeman House, Williams Road, London, W13","£385,000",Apartment,1,1,Ask agent
"County Grove, London, SE5","£395,000",Apartment,1,N/A,410 sq ft
"Lupus Street, London, SW1V","£395,000",Flat,1,1,402 sq ft
"Somerset Road, Ealing, London, London, W13 9PD","£395,000",Flat,2,1,Ask agent
"Gatliff Road, Pimlico, London, SW1W","£395,000",Studio,N/A,1,282 sq ft
"Queens Road, Peckham","£395,000",Flat,1,1,Ask agent
"Birkbeck Road, North Finchley, N12","£395,000",Maisonette,1,1,442 sq ft
"Hendre Road, Bermondsey","£395,000",Flat,3,1,Ask agent
"Belgrave Gardens, 
St John's Wood, NW8","£395,000",Flat,N/A,1,398 sq ft
"Anerley Road, London, SE19","£395,000",Apartment,2,1,Ask agent
"Garth Court, Chiswick","£395,000",Flat,2,1,Ask agent
"Lupus Street, Pimlico, London, SW1V","£395,000",Flat,1,1,400 sq ft
"Birkbeck Road, North Finchley, N12","£395,000",Maisonette,1,1,513 sq ft
"Stephen Court, Diss Street, London, E2","£395,000",Apartment,1,1,400 sq ft
"Stockton House, Bethnal Green, E2","£395,000",Flat,2,1,Ask agent
"Birkbeck Road, North Finchley, N12","£395,000",Apartment,1,1,517 sq ft
"Uvedale Road, Enfield","£395,000",Maisonette,2,1,Ask agent
"Brentfield Road, London","£395,000",Ground Maisonette,2,1,672 sq ft
"Grosvenor Road, Richmond","£395,000",Flat,2,1,Ask agent
"Tyssen Street, Dalston, London, E8","£395,000",Flat,1,1,481 sq ft
"Maddison Court,  Hastings Road, London","£395,000",Flat,2,2,635 sq ft
"Hackney Road, E2","£395,000",Flat,1,1,330 sq ft
"Honor Oak Park, Forest Hill","£395,000",Apartment,2,1,Ask agent
"Alexandra Road, East Ham, E6","£395,000",Terraced,2,1,Ask agent
"Yarlington Court, Friern Barnet N11","£395,000",Apartment,2,2,752 sq ft
"Cricklade Avenue, Streatham","£385,000",Flat,1,1,Ask agent
"Gatliff Road, Pimlico, London, SW1W","£395,000",Studio,N/A,1,255 sq ft
"Howitt Close, London, NW3","£395,000",Apartment,N/A,1,428 sq ft
"Picture House, 7 Streatham High Road, SW16","£395,000",Apartment,1,1,Ask agent
"Potier Street, London, SE1","£395,000",Apartment,1,1,Ask agent
"Woodchester Square, Royal Oak, London, W2","£395,000",Flat,2,1,734 sq ft
"Hardwicks Square, SW18","£395,000",Flat,1,1,538 sq ft
"Elm Grove, Wimbledon","£395,000",Flat,N/A,1,431 sq ft
"Cherrywood Close, Bow, London, E3","£395,000",Flat,2,1,665 sq ft
"Mount Pleasant Road, London, N17","£395,000",Flat,1,1,Ask agent
"Benhill Road, London, SE5","£395,000",Apartment,1,1,526 sq ft
"Cambridge Close, Barnet","£395,000",Flat,2,2,Ask agent
"Easton Lodge, Westminster Road, Hanwell, London, W7","£395,000",Apartment,1,1,565 sq ft
"Eastern House, 2 Wolverley Street, Bethnal Green, London, E2 0AP","£395,000",Flat,1,1,Ask agent
"Sloane Avenue Mansions, Sloane Avenue, London, SW3","£395,000",Apartment,1,1,422 sq ft
"West Green Road, London, N15","£395,000",Apartment,2,1,Ask agent
"Braeburn Mansions, Clarendon, Hornsey, N8","£395,000",Studio,N/A,1,451 sq ft
"Park House, London NW10","£395,000",Apartment,2,2,741 sq ft
"Brookside, Winchmore Hill, N21","£395,000",Maisonette,2,1,Ask agent
"Vicarage Court, Vicarage Gate, London, W8","£395,000",Apartment,N/A,1,334 sq ft
"Honor Oak Park, Forest Hill, SE23 1EA","£395,000",Apartment,2,1,Ask agent
Newlands Park Sydenham,"£395,000",Apartment,2,1,Ask agent
"Forest Road,
Walthamstow,
E17 4JF","£395,000",Apartment,1,1,538 sq ft
"Hilldown Road, London, SW16","£395,000",Apartment,2,1,Ask agent
"Southbrook Road, Lee","£395,000",Apartment,2,1,Ask agent
"Lupus Street, London, SW1V","£395,000",Apartment,1,1,409 sq ft
"Haverstock Hill, London, NW3","£395,000",Apartment,N/A,1,355 sq ft
"Studland Street, Hammersmith, London, W6","£395,000",Maisonette,1,1,556 sq ft
"Ashlake Road, Streatham","£395,000",Flat,2,1,Ask agent
"Beaufort Street, London, SW3","£395,000",Studio,N/A,1,280 sq ft
"Cumberland Place, Catford, London, SE6","£395,000",Terraced,2,1,Ask agent
"Denbury House, Talwin Street, London, E3","£395,000",Apartment,2,1,Ask agent
"Forset Court, London, W2","£395,000",Flat,N/A,1,308 sq ft
"Land at Rear of 39A Church Hill Road, Walthamstow, London, E17 9RX","£395,000",Land,N/A,N/A,Ask agent
"Worple Road, London, SW19","£395,000",Apartment,1,1,480 sq ft
"Brixton Road, London, SW9","£395,000",Apartment,1,1,Ask agent
"Maida Vale, London, W9","£395,000",Apartment,1,1,Ask agent
"Church Road, Hanwell","£395,000",Flat,2,1,Ask agent
"Palmers Road, London, N11","£395,000",Ground Flat,3,1,678 sq ft
"Southbrook Road, Lee","£395,000",Apartment,2,1,Ask agent
"Aragon Tower, 
George Beard Road, SE8","£395,000",Flat,2,1,724 sq ft
"Birkbeck Road, London, N12","£395,000",Maisonette,1,1,518 sq ft
"Summerhill Road, London","£395,000",Apartment,1,1,Ask agent
"Hitherwood Court, Charcot Road, NW9 5YW","£395,000",Flat,2,2,715 sq ft
"Clapham Common South Side, London, SW4","£395,000",Flat,1,1,457 sq ft
"Oldfield Road, London","£395,000",Maisonette,2,1,680 sq ft
"Finchley Road, London, NW3","£392,000",Flat,1,1,Ask agent
"Holman Road, Battersea","£392,000",Flat,1,1,Ask agent
"Cam Road, London","£392,000",Apartment,2,1,Ask agent
"Dyne Road, Brondesbury, NW6","£392,000",Flat,1,1,532 sq ft
"Meadowlark House
Moorhen Drive off Perryfield Way
London
NW9 7DL","£391,000",Apartment,1,N/A,Ask developer
"Osborne Road, London, W3","£391,000",Flat,1,1,592 sq ft
"Bounds Green, Bounds Green, London, N11","£390,000",Flat,2,2,700 sq ft
"Dartford Street, London, SE17","£390,000",Apartment,2,1,Ask agent
"Scenix House, South Woodford","£390,000",Apartment,2,2,850 sq ft
"Juniper Drive, Wandsworth, SW18","£390,000",Apartment,1,1,Ask agent
"Albion Avenue, Clapham Wandsworth Road, SW8","£390,000",Flat,2,1,Ask agent
"1 Elmira Street, Lewisham, SE13","£390,000",Flat,2,1,Ask agent
"Naxos Building, Isle Of Dogs, London, E14","£390,000",Flat,1,1,431 sq ft
